"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0071560","cellular response to transforming growth factor beta stimulus","21/476","220/12185",0.000144107209192327,0.0265823739683403,0.0241890626842734,"3725/51742/25805/657/4297/283149/10253/7057/4091/4088/1387/4092/9839/2033/64332/65997/10252/1906/2534/10370/9113",21,"Biological Process"
"GO:0060412","ventricular septum morphogenesis","8/476","41/12185",0.000156618161905295,0.0265823739683403,0.0241890626842734,"5629/657/161882/4092/3280/6659/10370/23414",8,"Biological Process"
"GO:0048738","cardiac muscle tissue development","20/476","206/12185",0.000164122027956716,0.0265823739683403,0.0241890626842734,"5999/5629/657/144165/196528/1948/161882/5914/10052/2627/4092/1385/140628/27086/205428/9794/1906/10370/2626/23414",20,"Biological Process"
"GO:0003170","heart valve development","10/476","64/12185",0.000171234050298507,0.0265823739683403,0.0241890626842734,"3491/657/4091/161882/7541/9475/140628/324/6659/2626",10,"Biological Process"
"GO:0055017","cardiac muscle tissue growth","10/476","64/12185",0.000171234050298507,0.0265823739683403,0.0241890626842734,"5999/657/196528/2627/27086/205428/1906/10370/2626/23414",10,"Biological Process"
"GO:0035265","organ growth","15/476","131/12185",0.000179053768279544,0.0267272182574197,0.0243208660962701,"5999/5629/657/196528/10253/5914/2627/596/27086/205428/1906/10370/9113/2626/23414",15,"Biological Process"
"GO:0060976","coronary vasculature development","8/476","42/12185",0.000186950307334868,0.0268723756580231,0.0244529544291806,"144165/196528/4091/7541/2627/29072/10427/2852",8,"Biological Process"
"GO:0046649","lymphocyte activation","35/476","471/12185",0.000196662978819461,0.0272588935999403,0.0248046727044846,"8915/27/359948/1316/8325/55626/10524/4297/196528/10193/1948/3981/4088/161882/5914/11143/4092/596/148022/84787/2736/9935/25807/23598/2033/11334/27086/64332/4690/3280/6659/2534/57492/1021/673",35,"Biological Process"
"GO:0002521","leukocyte differentiation","30/476","381/12185",0.000209554749814594,0.0280442063458772,0.025519280785044,"359948/1316/8325/55626/10524/4297/196528/10193/3981/161882/5914/11143/4092/596/2736/1385/9935/140685/23598/2033/11334/27086/64332/133522/6659/10370/57492/1021/673/10221",30,"Biological Process"
"GO:1902105","regulation of leukocyte differentiation","19/476","195/12185",0.000226919916006937,0.0293558731340974,0.0267128532702903,"55626/10524/196528/10193/161882/5914/4092/2736/1385/9935/140685/27086/64332/133522/6659/57492/1021/673/10221",19,"Biological Process"
"GO:0030278","regulation of ossification","11/476","80/12185",0.000263638206067691,0.0330058025080229,0.0300341657506657,"3491/657/4091/4088/4092/596/91461/29072/25836/6256/54880",11,"Biological Process"
"GO:1903706","regulation of hemopoiesis","23/476","264/12185",0.000275223032535583,0.0333793934147062,0.0303741208604237,"23522/55626/10524/196528/10193/161882/5914/4092/2736/1385/9935/140685/23774/27086/64332/133522/6659/57492/1021/4850/673/10221/7564",23,"Biological Process"
"GO:0035051","cardiocyte differentiation","15/476","137/12185",0.000293908232329821,0.0345653893840011,0.0314533371440686,"5999/5629/657/144165/1948/5914/2627/27086/3280/10252/9794/1906/10370/2852/2626",15,"Biological Process"
"GO:0042110","T cell activation","26/476","319/12185",0.000323129439772196,0.0368842751692909,0.0335634449051306,"8915/27/8325/55626/10524/4297/196528/1948/3981/4088/161882/5914/4092/596/2736/9935/23598/27086/64332/4690/3280/6659/2534/57492/1021/673",26,"Biological Process"
"GO:0002065","columnar/cuboidal epithelial cell differentiation","11/476","83/12185",0.000365611316744096,0.0405410720081096,0.0368910065466599,"5629/5914/2627/140628/7428/2932/1181/3280/6659/1021/2626",11,"Biological Process"
"GO:0033689","negative regulation of osteoblast proliferation","4/476","10/12185",0.000400204932299888,0.0421623243304231,0.0383662914139247,"4088/596/4330/4771",4,"Biological Process"
"GO:0003181","atrioventricular valve morphogenesis","6/476","26/12185",0.000406787476382475,0.0421623243304231,0.0383662914139247,"3491/657/4091/161882/6659/2626",6,"Biological Process"
"GO:0009896","positive regulation of catabolic process","34/476","471/12185",0.000412823582725091,0.0421623243304231,0.0383662914139247,"9698/55626/10524/5049/144165/10193/23034/8554/27327/9709/114881/10140/4092/148022/9475/3667/26058/23677/25807/23112/29072/2932/25976/10769/324/8870/10392/4850/1191/10221/27161/116224/11040/28952",34,"Biological Process"
"GO:0035909","aorta morphogenesis","6/476","27/12185",0.000505950344535829,0.0483079494342084,0.0439586027344469,"5629/657/1948/3280/10427/6659",6,"Biological Process"
"GO:0007179","transforming growth factor beta receptor signaling pathway","17/476","176/12185",0.000529335000663571,0.0483079494342084,0.0439586027344469,"3725/51742/25805/657/283149/10253/7057/4091/4088/1387/4092/9839/2033/65997/10252/10370/9113",17,"Biological Process"
"GO:0017148","negative regulation of translation","17/476","176/12185",0.000529335000663571,0.0483079494342084,0.0439586027344469,"9698/23034/54956/27327/5914/10140/9775/1153/9475/26058/468/23112/10644/8507/378884/4850/27161",17,"Biological Process"
"GO:0048568","embryonic organ development","25/476","312/12185",0.000539391201862,0.0483079494342084,0.0439586027344469,"3491/5629/657/4297/144165/196528/10253/4088/161882/5914/3212/2186/9775/91461/2736/9935/468/29072/3280/10427/25836/1906/10370/2626/23414",25,"Biological Process"
"GO:0002067","glandular epithelial cell differentiation","8/476","49/12185",0.000562195365626708,0.0483079494342084,0.0439586027344469,"5629/5914/2627/7428/2932/1181/3280/1021",8,"Biological Process"
"GO:0060420","regulation of heart growth","8/476","49/12185",0.000562195365626708,0.0483079494342084,0.0439586027344469,"5999/5629/657/2627/27086/1906/10370/23414",8,"Biological Process"
"GO:0060537","muscle tissue development","27/476","349/12185",0.000566417427881534,0.0483079494342084,0.0439586027344469,"607/5999/5629/657/283149/144165/196528/1948/4088/161882/5914/3292/10052/2627/4092/596/1385/140628/2033/27086/205428/25976/9794/1906/10370/2626/23414",27,"Biological Process"
"GO:0005978","glycogen biosynthetic process","7/476","38/12185",0.000585022835199122,0.0483079494342084,0.0439586027344469,"5507/8445/9572/3667/2932/378884/79660",7,"Biological Process"
"GO:0009250","glucan biosynthetic process","7/476","38/12185",0.000585022835199122,0.0483079494342084,0.0439586027344469,"5507/8445/9572/3667/2932/378884/79660",7,"Biological Process"
"GO:0045785","positive regulation of cell adhesion","25/476","315/12185",0.000620617650233411,0.0493398336605361,0.0448975825359982,"8915/3491/27/55626/10524/196528/1948/8874/4088/5914/4092/2736/54453/9223/64332/2932/4690/3280/6659/2534/10370/57492/1021/673/9530",25,"Biological Process"
"GO:0003171","atrioventricular valve development","6/476","28/12185",0.000622945593755803,0.0493398336605361,0.0448975825359982,"3491/657/4091/161882/6659/2626",6,"Biological Process"
"GO:0001216","DNA-binding transcription activator activity","32/488","296/12494",1.75867359302526e-07,0.000100596129521045,9.44130034150401e-05,"3725/1316/5994/6938/4088/146434/23361/3212/7716/3607/92285/7770/7771/25888/284371/162962/388558/147808/58491/80095/1385/9935/468/51193/3660/6659/4899/7988/2626/1875/83744/55922",32,"Molecular Function"
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","31/488","292/12494",4.11139956542179e-07,0.000117586027571063,0.000110358619913953,"3725/1316/5994/6938/4088/146434/23361/3212/7716/3607/92285/7770/7771/25888/284371/162962/388558/147808/58491/80095/1385/9935/468/51193/3660/6659/4899/7988/2626/83744/55922",31,"Molecular Function"
"GO:0003712","transcription coregulator activity","39/488","449/12494",2.40048016553437e-06,0.000457691551561887,0.000429559608569309,"473/8915/607/27005/117143/359948/57713/23522/1488/10524/84441/283149/55578/8554/1387/92595/10847/2521/161882/11143/10140/3337/23054/23613/57591/2033/64332/25836/133522/64324/9794/10370/57492/55904/58508/862/23414/6907/54880",39,"Molecular Function"
"GO:0140297","DNA-binding transcription factor binding","35/488","409/12494",1.10692497970464e-05,0.00158290272097763,0.00148560984118254,"3725/8915/2959/5629/1488/10524/6938/4088/8554/64784/1387/92595/161882/2627/596/1385/23054/23613/468/2033/7428/27086/2932/3280/133522/64324/10370/9113/2626/4824/862/23414/10221/6256/54880",35,"Molecular Function"
"GO:0061733","peptide-lysine-N-acetyltransferase activity","9/488","43/12494",3.38494926555789e-05,0.00387238195979822,0.00363436657986215,"2959/23522/10524/1387/10847/11143/114799/2033/23774",9,"Molecular Function"
"GO:0034212","peptide N-acetyltransferase activity","9/488","47/12494",7.1185840870448e-05,0.00543608986365078,0.00510196141049301,"2959/23522/10524/1387/10847/11143/114799/2033/23774",9,"Molecular Function"
"GO:0008080","N-acetyltransferase activity","10/488","58/12494",7.27571739761746e-05,0.00543608986365078,0.00510196141049301,"2959/23522/10524/64841/1387/10847/11143/114799/2033/23774",10,"Molecular Function"
"GO:0001217","DNA-binding transcription repressor activity","23/488","244/12494",8.55328824700298e-05,0.00543608986365078,0.00510196141049301,"65243/3725/5629/9880/4088/7755/92595/57659/9572/5914/3607/7541/148254/7733/7693/4084/9839/140685/23598/27086/3280/60468/221937",23,"Molecular Function"
"GO:0003713","transcription coactivator activity","23/488","244/12494",8.55328824700298e-05,0.00543608986365078,0.00510196141049301,"473/8915/607/27005/117143/23522/1488/10524/84441/283149/1387/10847/2521/23054/57591/2033/133522/9794/10370/57492/55904/58508/23414",23,"Molecular Function"
"GO:0004402","histone acetyltransferase activity","8/488","39/12494",0.000108007164830316,0.00617800982829406,0.00579827937510116,"2959/23522/10524/1387/10847/11143/2033/23774",8,"Molecular Function"
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","25/488","295/12494",0.000232750603819212,0.012103031398599,0.0113591203777797,"3725/8915/2959/5629/1488/4088/1387/161882/2627/1385/23054/468/2033/27086/2932/3280/133522/64324/10370/9113/2626/4824/23414/10221/6256",25,"Molecular Function"
"GO:0016407","acetyltransferase activity","11/488","82/12494",0.000328565010407878,0.0145589297748365,0.0136640673264016,"2959/23522/10524/5049/64841/1387/10847/11143/114799/2033/23774",11,"Molecular Function"
"GO:0003682","chromatin binding","35/488","484/12494",0.00033088476760992,0.0145589297748365,0.0136640673264016,"473/2959/57459/57713/1488/51317/10524/254225/4297/23060/4091/4088/1106/1387/2521/5914/57332/2627/23211/84787/2736/55777/23054/23394/23598/468/2033/3280/26057/25836/64324/6046/10370/57492/2852",35,"Molecular Function"
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","21/488","236/12494",0.000379193939673302,0.0146234763884195,0.0137246465920021,"65243/3725/5629/9880/7755/92595/57659/9572/3607/7541/148254/7733/7693/4084/9839/140685/23598/27086/3280/60468/221937",21,"Molecular Function"
"GO:0016410","N-acyltransferase activity","10/488","71/12494",0.000409048290585161,0.0146234763884195,0.0137246465920021,"2959/23522/10524/64841/1387/10847/11143/114799/2033/23774",10,"Molecular Function"
"GO:0046332","SMAD binding","10/488","71/12494",0.000409048290585161,0.0146234763884195,0.0137246465920021,"3725/657/6938/4091/4088/10140/4092/10370/2626/23144",10,"Molecular Function"
"GO:0003714","transcription corepressor activity","17/488","178/12494",0.000603333497461922,0.020300397679307,0.0190526367619554,"473/359948/57713/1488/8554/1387/161882/10140/3337/23613/25836/64324/10370/862/23414/6907/54880",17,"Molecular Function"
"GO:0050321","tau-protein kinase activity","5/488","20/12494",0.000848076160381399,0.0266725506705976,0.0250331263194788,"2011/57551/9475/2932/2534",5,"Molecular Function"
"GO:0035497","cAMP response element binding","4/488","12/12494",0.000885976333463905,0.0266725506705976,0.0250331263194788,"3725/11016/6938/1385",4,"Molecular Function"
"GO:0048156","tau protein binding","7/488","41/12494",0.000941858132219285,0.0269371425814716,0.0252814551279913,"2011/57551/9475/2033/2932/2534/1191",7,"Molecular Function"
"GO:0010484","histone H3 acetyltransferase activity","4/488","14/12494",0.00168347053057882,0.0458545306424326,0.043036088751639,"23522/11143/2033/23774",4,"Molecular Function"
"GO:0005667","transcription regulator complex","33/489","400/12707",3.09457800343687e-05,0.0125330409139193,0.0124108865190468,"3725/2959/607/57459/1488/10524/283149/11016/5994/6938/4091/4088/1387/161882/5914/2627/4092/4084/1385/23054/9935/23394/468/2033/6659/4800/129685/60468/2626/55290/1875/6256/6907",33,"Cellular Component"
"GO:0090575","RNA polymerase II transcription regulator complex","21/489","215/12707",8.48262633020821e-05,0.0171773183186716,0.0170098980621544,"3725/2959/607/283149/11016/5994/6938/4091/4088/5914/4092/1385/9935/23394/468/4800/129685/60468/2626/1875/6256",21,"Cellular Component"
