"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:1901987","regulation of cell cycle phase transition","84/389","388/12185",4.1746352866422e-47,9.021007342135e-45,7.76202522674238e-45,"CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/DNA2/RRM1/INCENP/CDCA5/H2AX/CHEK1/ESPL1/CDK2/TIMELESS/MDM2/KNTC1/CENPJ/BRCA2/TFDP1/DLGAP5/BUB1B/KNL1/RAD51/WDR76/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/RFWD3/CDT1/HASPIN/AURKB/ATAD5/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/SPC24/DPF1/RRM2/GEN1/MSH2/BUB1/SPC25/CDC25B/E2F1/RBL1/FAM83D/UBE2C/AURKA/CDC45/CHEK2/GTSE1/FANCD2/CDC25A/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/MDC1/CDKN1A/TTK/FBXO5/ANLN/DBF4/EZH2/RRM2B/MTBP",84,"BP"
"GO:0044772","mitotic cell cycle phase transition","84/389","409/12185",3.4777353308935e-45,6.88881406794488e-43,5.92740328765445e-43,"E2F2/CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/CKS1B/IQGAP3/NUF2/KIF14/DTL/CENPF/MASTL/ZWINT/CDK1/RRM1/INCENP/CDCA5/CHEK1/FOXM1/ESPL1/CDK2/MDM2/KNTC1/POLE/CENPJ/TFDP1/CDKN3/DLGAP5/BUB1B/KNL1/CCNB2/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/RFWD3/HASPIN/AURKB/ATAD5/CDC6/BRCA1/BIRC5/NDC80/SPC24/DPF1/UBE2S/RRM2/GEN1/BUB1/SPC25/CDC25B/E2F1/RBL1/UBE2C/AURKA/CHEK2/GTSE1/CDC25A/TOPBP1/TACC3/CENPE/MAD2L1/CCNA2/TRIP13/CCNB1/CDC25C/SPDL1/CDKN1A/TTK/FBXO5/ANLN/DBF4/EZH2/CCNE2/RRM2B/MTBP/MELK/CKS2",84,"BP"
"GO:0007346","regulation of mitotic cell cycle","83/389","439/12185",1.05811116137774e-41,1.93471556199607e-39,1.66470444255623e-39,"CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/CKS1B/NUF2/KIF14/NEK2/DTL/CENPF/ZWINT/CDK1/KIF20B/MKI67/RRM1/INCENP/CDCA5/CHEK1/ESPL1/CDK2/MDM2/KNTC1/CENPJ/BRCA2/BORA/TFDP1/DLGAP5/BUB1B/KNL1/NUSAP1/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/RFWD3/HASPIN/AURKB/ATAD5/CDC6/BRCA1/EME1/BIRC5/NDC80/SPC24/DPF1/RRM2/GEN1/MSH2/BUB1/SPC25/CDC25B/E2F1/RBL1/UBE2C/AURKA/CHEK2/GTSE1/FANCD2/CDC25A/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/GMNN/MDC1/CDKN1A/TTK/FBXO5/ANLN/EZH2/CDCA2/RRM2B/MTBP/CKS2",83,"BP"
"GO:0000075","cell cycle checkpoint signaling","55/389","185/12185",1.52831523689528e-38,2.59486094150006e-36,2.23271917690792e-36,"CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/CDK2/TIMELESS/MDM2/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/TIPIN/ZWILCH/TICRR/BLM/PLK1/RFWD3/CDT1/HASPIN/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/SPC24/GEN1/MSH2/BUB1/SPC25/E2F1/CDC45/CHEK2/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/MDC1/CDKN1A/TTK",55,"BP"
"GO:1901990","regulation of mitotic cell cycle phase transition","67/389","303/12185",5.66797197929658e-38,8.98184626319198e-36,7.72832951282334e-36,"CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/CDCA5/CHEK1/ESPL1/CDK2/MDM2/KNTC1/CENPJ/TFDP1/DLGAP5/BUB1B/KNL1/ZWILCH/TICRR/BLM/PLK1/RFWD3/HASPIN/AURKB/ATAD5/CDC6/BRCA1/BIRC5/NDC80/SPC24/DPF1/RRM2/GEN1/BUB1/SPC25/CDC25B/E2F1/RBL1/UBE2C/AURKA/CHEK2/GTSE1/CDC25A/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/CDKN1A/TTK/FBXO5/ANLN/EZH2/RRM2B/MTBP",67,"BP"
"GO:0010948","negative regulation of cell cycle process","63/389","273/12185",7.26347456472829e-37,1.07907994002245e-34,9.28482307846517e-35,"CLSPN/CDCA8/CDC20/ORC1/NUF2/NEK2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/ESPL1/CDK2/TIMELESS/MDM2/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/TIPIN/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/RFWD3/CDT1/HASPIN/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/SPC24/GEN1/MSH2/BUB1/SPC25/E2F1/RBL1/CDC45/CHEK2/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/MDC1/CDKN1A/TTK/FBXO5/EZH2/MTBP",63,"BP"
"GO:0090068","positive regulation of cell cycle process","56/389","208/12185",1.1913601960828e-36,1.66580187416989e-34,1.43332065695906e-34,"CDCA8/CDC20/STIL/CDC7/SASS6/GPSM2/KIF14/DTL/CDK1/KIF20B/RRM1/FEN1/INCENP/CDCA5/NCAPD3/RAD51AP1/NCAPD2/RACGAP1/ESPL1/MDM2/CIT/CENPJ/TFDP1/DLGAP5/NUSAP1/KIF23/AURKB/SPAG5/ATAD5/CDC6/BIRC5/NDC80/RRM2/GEN1/NCAPH/BUB1/CDC25B/FAM83D/UBE2C/AURKA/RANBP1/CDC25A/SMC4/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/FBXO5/DBF4/EZH2/NCAPG2/RRM2B/MTBP/SMC2",56,"BP"
"GO:1901988","negative regulation of cell cycle phase transition","59/389","236/12185",1.27254344316329e-36,1.68046431355508e-34,1.44593678951244e-34,"CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/CDK2/TIMELESS/MDM2/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/RFWD3/CDT1/HASPIN/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/SPC24/GEN1/MSH2/BUB1/SPC25/E2F1/RBL1/CDC45/CHEK2/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/MDC1/CDKN1A/TTK/FBXO5/EZH2",59,"BP"
"GO:0051983","regulation of chromosome segregation","44/389","122/12185",4.7454227559703e-35,5.93677362681126e-33,5.10823070074808e-33,"CDCA8/CDC20/KIF2C/NUF2/CENPF/ZWINT/CDK1/MKI67/INCENP/NCAPD3/NCAPD2/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/RMI2/PLK1/HASPIN/AURKB/CDC6/BIRC5/NDC80/SPC24/DPF1/GEN1/NCAPH/BUB1/SPC25/UBE2C/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CCNB1/SPDL1/TTK/FBXO5/NCAPG2/CDCA2/SMC2",44,"BP"
"GO:1905818","regulation of chromosome separation","35/389","71/12185",7.51456038617651e-34,8.93105501897079e-32,7.68462675281104e-32,"CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/NCAPD3/NCAPD2/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/HASPIN/AURKB/BIRC5/NDC80/SPC24/GEN1/NCAPH/BUB1/SPC25/UBE2C/SMC4/NCAPG/MAD2L1/TRIP13/CCNB1/SPDL1/TTK/FBXO5/NCAPG2/SMC2",35,"BP"
"GO:0007093","mitotic cell cycle checkpoint signaling","45/389","138/12185",1.35164821103615e-33,1.48441458756265e-31,1.27724798779276e-31,"CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/CHEK1/CDK2/MDM2/KNTC1/BUB1B/KNL1/TIPIN/ZWILCH/TICRR/BLM/PLK1/RFWD3/HASPIN/AURKB/CDC6/BRCA1/EME1/BIRC5/NDC80/SPC24/GEN1/MSH2/BUB1/SPC25/CHEK2/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/MDC1/CDKN1A/TTK",45,"BP"
"GO:0045787","positive regulation of cell cycle","59/389","265/12185",1.37387971924183e-33,1.48441458756265e-31,1.27724798779276e-31,"CDCA8/CDC20/STIL/CDC7/SASS6/GPSM2/PSRC1/KIF14/DTL/CDK1/KIF20B/RRM1/FEN1/INCENP/CDCA5/CHEK1/NCAPD3/RAD51AP1/NCAPD2/RACGAP1/ESPL1/MDM2/CIT/CENPJ/BRCA2/TFDP1/DLGAP5/NUSAP1/KIF23/AURKB/SPAG5/ATAD5/CDC6/BIRC5/NDC80/RRM2/GEN1/NCAPH/BUB1/CDC25B/FAM83D/UBE2C/AURKA/RANBP1/CDC25A/SMC4/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/FBXO5/DBF4/EZH2/NCAPG2/RRM2B/MTBP/SMC2",59,"BP"
"GO:0051321","meiotic cell cycle","51/389","189/12185",1.88243871606329e-33,1.94545949047062e-31,1.67394893606909e-31,"CDC20/RAD54L/NDC1/NUF2/ASPM/NEK2/EXO1/MASTL/KIF18A/INCENP/TESMIN/H2AX/NCAPD3/RAD51AP1/NCAPD2/ESPL1/CDK2/BRCA2/TUBGCP3/RAD51/MNS1/CCNB2/PKMYT1/PLK1/FANCA/TOP2A/PSMC3IP/EME1/BRIP1/NDC80/NCAPH/SGO2/CDC25B/AURKA/FANCD2/SGO1/CDC25A/SMC4/MND1/TRIP13/CDC25C/PTTG1/TTK/FBXO5/XRCC2/MYBL1/RAD54B/CCNE2/RMI1/CKS2/SMC2",51,"BP"
"GO:0045786","negative regulation of cell cycle","65/389","334/12185",2.88752535613532e-33,2.85985323813903e-31,2.46072884516269e-31,"CLSPN/CDCA8/CDC20/ORC1/NUF2/NEK2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/ESPL1/CDK2/TIMELESS/MDM2/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/TIPIN/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/RFWD3/CDT1/HASPIN/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/SPC24/GEN1/MSH2/BUB1/SPC25/E2F1/RBL1/CDC45/CHEK2/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/GMNN/MDC1/CDKN1A/TTK/FBXO5/EZH2/MTBP/SUV39H1",65,"BP"
"GO:0007088","regulation of mitotic nuclear division","39/389","102/12185",2.66770592633293e-32,2.53645479475735e-30,2.18246425889047e-30,"CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/KIF20B/MKI67/INCENP/CHEK1/ESPL1/KNTC1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/PKMYT1/PLK1/HASPIN/AURKB/BIRC5/NDC80/SPC24/GEN1/BUB1/SPC25/UBE2C/AURKA/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/TTK/FBXO5/CDCA2/MTBP",39,"BP"
"GO:0051304","chromosome separation","35/389","77/12185",2.8573865324645e-32,2.61231068756466e-30,2.24773361642855e-30,"CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/NCAPD3/NCAPD2/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/HASPIN/AURKB/BIRC5/NDC80/SPC24/GEN1/NCAPH/BUB1/SPC25/UBE2C/SMC4/NCAPG/MAD2L1/TRIP13/CCNB1/SPDL1/TTK/FBXO5/NCAPG2/SMC2",35,"BP"
"GO:1903046","meiotic cell cycle process","43/389","138/12185",3.45439917045388e-31,3.04115067709959e-29,2.61672420592277e-29,"CDC20/RAD54L/NDC1/NUF2/ASPM/MASTL/KIF18A/INCENP/TESMIN/NCAPD3/RAD51AP1/NCAPD2/ESPL1/BRCA2/RAD51/CCNB2/PKMYT1/PLK1/FANCA/TOP2A/PSMC3IP/EME1/BRIP1/NDC80/NCAPH/CDC25B/AURKA/FANCD2/SGO1/CDC25A/SMC4/MND1/TRIP13/CDC25C/PTTG1/TTK/FBXO5/MYBL1/RAD54B/CCNE2/RMI1/CKS2/SMC2",43,"BP"
"GO:0051783","regulation of nuclear division","40/389","118/12185",1.07224858372391e-30,9.10262458397044e-29,7.83225187284041e-29,"CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/KIF20B/MKI67/INCENP/CHEK1/RAD51AP1/ESPL1/KNTC1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/PKMYT1/PLK1/HASPIN/AURKB/BIRC5/NDC80/SPC24/GEN1/BUB1/SPC25/UBE2C/AURKA/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/TTK/FBXO5/CDCA2/MTBP",40,"BP"
"GO:0045930","negative regulation of mitotic cell cycle","49/389","209/12185",4.70336755454445e-29,3.85513954384558e-27,3.31711185425767e-27,"CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/CHEK1/CDK2/MDM2/KNTC1/BUB1B/KNL1/TIPIN/ZWILCH/TICRR/BLM/PLK1/RFWD3/HASPIN/AURKB/CDC6/BRCA1/EME1/BIRC5/NDC80/SPC24/GEN1/MSH2/BUB1/SPC25/RBL1/CHEK2/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/MDC1/CDKN1A/TTK/FBXO5/EZH2/MTBP",49,"BP"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","43/389","154/12185",5.73598287054999e-29,4.54481042776578e-27,3.91053147981706e-27,"STMN1/CDCA8/CDC20/STIL/SASS6/GPSM2/PSRC1/NUF2/NEK2/CDK1/KIF11/INCENP/RACGAP1/ESPL1/CENPJ/MZT1/BORA/DLGAP5/NUSAP1/KIF23/PRC1/NDE1/PLK1/AURKB/BIRC5/NDC80/WDR62/CENPA/SPC25/TPX2/MYBL2/AURKA/CHEK2/TACC3/CENPE/MAD2L1/CCNB1/CENPH/SPDL1/KIFC1/TTK/SAPCD2/KIF4A",43,"BP"
"GO:0006310","DNA recombination","54/389","268/12185",1.94173338163208e-28,1.48887104778692e-26,1.28108249932466e-26,"AUNIP/RAD54L/CDC7/EXO1/FEN1/H2AX/CHEK1/RAD51AP1/TIMELESS/YEATS4/PARPBP/UNG/KMT5A/HMGB1/BRCA2/RAD51/PIF1/BLM/RMI2/RFWD3/GINS2/ATAD5/TOP2A/PSMC3IP/BRCA1/HROB/EME1/BRIP1/KPNA2/UHRF1/GEN1/MSH2/MCM6/MCM8/CDC45/MCM5/FANCD2/POLQ/MCM2/TOPBP1/NSD2/MND1/HMGB2/TRIP13/MCM3/MMS22L/MCM7/XRCC2/GINS4/MCM4/RAD54B/RECQL4/RMI1/HMGB3",54,"BP"
"GO:0007051","spindle organization","46/389","189/12185",4.5054533513524e-28,3.34670706755146e-26,2.87963679660451e-26,"AUNIP/STMN1/CDCA8/CDC20/STIL/SASS6/GPSM2/PSRC1/NUF2/ASPM/NEK2/KIF11/INCENP/RACGAP1/ESPL1/CENPJ/MZT1/BORA/TUBGCP3/DLGAP5/KNSTRN/CCNB2/KIF23/PRC1/PLK1/AURKB/SPAG5/BIRC5/NDC80/HAUS8/WDR62/SPC25/TPX2/MYBL2/AURKA/CHEK2/TACC3/CENPE/CEP72/CCNB1/CENPH/TUBB/KIFC1/TTK/FBXO5/KIF4A",46,"BP"
"GO:1901991","negative regulation of mitotic cell cycle phase transition","43/389","165/12185",1.31443645578861e-27,9.46792562245313e-26,8.1465710800551e-26,"CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/CHEK1/CDK2/MDM2/KNTC1/BUB1B/KNL1/ZWILCH/TICRR/BLM/PLK1/RFWD3/HASPIN/AURKB/CDC6/BRCA1/BIRC5/NDC80/SPC24/GEN1/BUB1/SPC25/RBL1/CHEK2/GTSE1/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK/FBXO5/EZH2",43,"BP"
