ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Ontology
GO:0000075,cell cycle checkpoint signaling,50/262,185/12185,1.51E-41,2.53E-39,2.12E-39,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/TIMELESS/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/E2F1/CDC45/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK,50,BP
GO:0044772,mitotic cell cycle phase transition,67/262,409/12185,7.31E-41,1.12E-38,9.39E-39,E2F2/CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/IQGAP3/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/CDCA5/CHEK1/FOXM1/ESPL1/KNTC1/POLE/CENPJ/CDKN3/DLGAP5/BUB1B/KNL1/CCNB2/RPS27L/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/AURKB/CDC6/BRCA1/BIRC5/NDC80/RBBP8/SPC24/UBE2S/RRM2/BUB1/SPC25/E2F1/RBL1/UBE2C/AURKA/GTSE1/TOPBP1/TACC3/CENPE/MAD2L1/CCNA2/TRIP13/CCNB1/CDC25C/SPDL1/CDKN1A/TTK/ANLN/DBF4/MELK,67,BP
GO:0006261,DNA-templated DNA replication,45/262,153/12185,3.36E-39,4.76E-37,3.98E-37,ORC1/CDC7/MCM10/DNA2/RRM1/POLA2/POLD3/DDX11/TIMELESS/PRIM1/RFC5/POLE/BRCA2/RFC3/POLE2/WDHD1/RAD51/TIPIN/TICRR/BLM/CHTF18/GINS2/CDT1/CDC6/BRCA1/EME1/TK1/RBBP8/MCM6/GINS1/CDC45/MCM5/TRAIP/POLQ/MCM2/TOPBP1/RFC4/GMNN/MCM3/MMS22L/RFC2/DBF4/MCM7/MCM4/DSCC1,45,BP
GO:0007346,regulation of mitotic cell cycle,67/262,439/12185,7.75E-39,1.02E-36,8.52E-37,CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/NUF2/KIF14/NEK2/DTL/CENPF/ZWINT/CDK1/KIF20B/MKI67/RRM1/INCENP/CDCA5/CHEK1/ESPL1/KNTC1/CENPJ/BRCA2/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/AURKB/CDC6/BRCA1/EME1/BIRC5/NDC80/RBBP8/SPC24/RRM2/MSH2/BUB1/SPC25/E2F1/RBL1/UBE2C/AURKA/GTSE1/FANCD2/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/GMNN/CDKN1A/TTK/ANLN/CDCA2,67,BP
GO:0010948,negative regulation of cell cycle process,55/262,273/12185,2.64E-38,3.20E-36,2.68E-36,CLSPN/CDCA8/CDC20/ORC1/NUF2/NEK2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/ESPL1/TIMELESS/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/RPS27L/TIPIN/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/E2F1/RBL1/CDC45/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK,55,BP
GO:1901988,negative regulation of cell cycle phase transition,52/262,236/12185,2.78E-38,3.20E-36,2.68E-36,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/TIMELESS/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/E2F1/RBL1/CDC45/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK,52,BP
GO:1901990,regulation of mitotic cell cycle phase transition,54/262,303/12185,1.12E-34,1.22E-32,1.02E-32,CLSPN/CDCA8/CDC20/STIL/CDKN2C/ORC1/CDC7/SASS6/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/CDCA5/CHEK1/ESPL1/KNTC1/CENPJ/DLGAP5/BUB1B/KNL1/RPS27L/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BRCA1/BIRC5/NDC80/RBBP8/SPC24/RRM2/BUB1/SPC25/E2F1/RBL1/UBE2C/AURKA/GTSE1/TOPBP1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/CDKN1A/TTK/ANLN,54,BP
GO:0007093,mitotic cell cycle checkpoint signaling,40/262,138/12185,1.41E-34,1.44E-32,1.21E-32,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/CHEK1/KNTC1/BUB1B/KNL1/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BRCA1/EME1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK,40,BP
GO:0045786,negative regulation of cell cycle,56/262,334/12185,1.66E-34,1.61E-32,1.34E-32,CLSPN/CDCA8/CDC20/ORC1/NUF2/NEK2/DTL/CENPF/ZWINT/CDK1/DNA2/INCENP/H2AX/CHEK1/ESPL1/TIMELESS/KNTC1/BRCA2/BUB1B/KNL1/RAD51/WDR76/RPS27L/TIPIN/ZWILCH/TICRR/BLM/CCNF/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRCA1/EME1/BRIP1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/E2F1/RBL1/CDC45/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/GMNN/CDKN1A/TTK,56,BP
GO:0051983,regulation of chromosome segregation,38/262,122/12185,3.36E-34,3.09E-32,2.59E-32,CDCA8/CDC20/KIF2C/NUF2/CENPF/ZWINT/CDK1/MKI67/INCENP/NCAPD2/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/RMI2/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CCNB1/SPDL1/TTK/NCAPG2/CDCA2,38,BP
GO:0007088,regulation of mitotic nuclear division,35/262,102/12185,3.14E-33,2.76E-31,2.31E-31,CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/KIF20B/MKI67/INCENP/CHEK1/ESPL1/KNTC1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/PKMYT1/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/AURKA/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/TTK/CDCA2,35,BP
GO:0051783,regulation of nuclear division,36/262,118/12185,4.65E-32,3.89E-30,3.26E-30,CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/KIF20B/MKI67/INCENP/CHEK1/RAD51AP1/ESPL1/KNTC1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/PKMYT1/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/AURKA/MAD2L1/TRIP13/CCNB1/CDC25C/SPDL1/TTK/CDCA2,36,BP
GO:1905818,regulation of chromosome separation,30/262,71/12185,7.75E-32,6.21E-30,5.19E-30,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/NCAPD2/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/NCAPG/MAD2L1/TRIP13/CCNB1/SPDL1/TTK/NCAPG2,30,BP
GO:1902850,microtubule cytoskeleton organization involved in mitosis,39/262,154/12185,3.22E-31,2.47E-29,2.07E-29,CDCA8/CDC20/STIL/SASS6/GPSM2/PSRC1/NUF2/NEK2/CDK1/KIF11/INCENP/RACGAP1/ESPL1/CENPJ/BORA/DLGAP5/NUSAP1/KIF23/PRC1/PLK1/AURKB/BIRC5/NDC80/WDR62/CENPA/SPC25/TPX2/MYBL2/AURKA/TACC3/CENPE/MAD2L1/CCNB1/CENPH/SPDL1/KIFC1/TTK/SAPCD2/KIF4A,39,BP
GO:0051304,chromosome separation,30/262,77/12185,1.53E-30,1.13E-28,9.42E-29,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/NCAPD2/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/NCAPG/MAD2L1/TRIP13/CCNB1/SPDL1/TTK/NCAPG2,30,BP
GO:0090068,positive regulation of cell cycle process,43/262,208/12185,2.13E-30,1.51E-28,1.26E-28,CDCA8/CDC20/STIL/CDC7/SASS6/GPSM2/KIF14/DTL/CDK1/KIF20B/RRM1/INCENP/CDCA5/RAD51AP1/NCAPD2/DDX11/RACGAP1/ESPL1/CIT/CENPJ/DLGAP5/NUSAP1/KIF23/AURKB/SPAG5/CDC6/BIRC5/NDC80/RRM2/NCAPH/BUB1/FAM83D/UBE2C/AURKA/SMC4/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/DBF4/NCAPG2,43,BP
GO:0045787,positive regulation of cell cycle,46/262,265/12185,5.60E-29,3.82E-27,3.19E-27,CDCA8/CDC20/STIL/CDC7/SASS6/GPSM2/PSRC1/KIF14/DTL/CDK1/KIF20B/RRM1/INCENP/CDCA5/CHEK1/RAD51AP1/NCAPD2/DDX11/RACGAP1/ESPL1/CIT/CENPJ/BRCA2/DLGAP5/NUSAP1/KIF23/AURKB/SPAG5/CDC6/BIRC5/NDC80/RRM2/NCAPH/BUB1/FAM83D/UBE2C/AURKA/SMC4/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/DBF4/NCAPG2,46,BP
GO:0045930,negative regulation of mitotic cell cycle,41/262,209/12185,4.85E-28,3.19E-26,2.67E-26,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/CHEK1/KNTC1/BUB1B/KNL1/RPS27L/TIPIN/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BRCA1/EME1/BIRC5/NDC80/RBBP8/SPC24/MSH2/BUB1/SPC25/RBL1/GTSE1/FANCD2/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK,41,BP
GO:0051310,metaphase chromosome alignment,30/262,92/12185,8.13E-28,5.17E-26,4.32E-26,CDCA8/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/KIF18A/INCENP/CDCA5/RACGAP1/KNTC1/KNSTRN/KNL1/ZWILCH/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/FAM83D/SGO1/ECT2/CENPE/CCNB1/SPDL1/KIFC1,30,BP
GO:1901991,negative regulation of mitotic cell cycle phase transition,37/262,165/12185,1.44E-27,8.87E-26,7.41E-26,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/CHEK1/KNTC1/BUB1B/KNL1/RPS27L/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BRCA1/BIRC5/NDC80/RBBP8/SPC24/BUB1/SPC25/RBL1/GTSE1/TOPBP1/MAD2L1/TRIP13/CCNB1/SPDL1/CDKN1A/TTK,37,BP
GO:0010965,regulation of mitotic sister chromatid separation,25/262,57/12185,3.49E-27,2.07E-25,1.73E-25,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,25,BP
GO:0050000,chromosome localization,31/262,106/12185,4.61E-27,2.65E-25,2.22E-25,CDCA8/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/KIF18A/INCENP/CDCA5/RACGAP1/KNTC1/DLGAP5/KNSTRN/KNL1/ZWILCH/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/FAM83D/SGO1/ECT2/CENPE/CCNB1/SPDL1/KIFC1,31,BP
GO:0051303,establishment of chromosome localization,30/262,98/12185,6.99E-27,3.90E-25,3.26E-25,CDCA8/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/KIF18A/INCENP/CDCA5/RACGAP1/KNTC1/KNSTRN/KNL1/ZWILCH/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/FAM83D/SGO1/ECT2/CENPE/CCNB1/SPDL1/KIFC1,30,BP
GO:0033045,regulation of sister chromatid segregation,30/262,100/12185,1.38E-26,7.48E-25,6.25E-25,CDCA8/CDC20/NUF2/CENPF/ZWINT/CDK1/INCENP/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/RMI2/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/TACC3/CENPE/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,30,BP
GO:0051306,mitotic sister chromatid separation,25/262,60/12185,1.72E-26,9.07E-25,7.59E-25,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,25,BP
GO:0007051,spindle organization,38/262,189/12185,1.96E-26,1.00E-24,8.37E-25,AUNIP/CDCA8/CDC20/STIL/SASS6/GPSM2/PSRC1/NUF2/ASPM/NEK2/KIF11/INCENP/RACGAP1/ESPL1/CENPJ/BORA/DLGAP5/KNSTRN/CCNB2/KIF23/PRC1/PLK1/AURKB/SPAG5/BIRC5/NDC80/WDR62/SPC25/TPX2/MYBL2/AURKA/TACC3/CENPE/CCNB1/CENPH/KIFC1/TTK/KIF4A,38,BP
GO:0007052,mitotic spindle organization,32/262,125/12185,6.93E-26,3.45E-24,2.88E-24,CDCA8/CDC20/STIL/SASS6/GPSM2/PSRC1/NUF2/NEK2/KIF11/INCENP/RACGAP1/CENPJ/BORA/DLGAP5/KIF23/PRC1/PLK1/AURKB/BIRC5/NDC80/WDR62/SPC25/TPX2/MYBL2/AURKA/TACC3/CENPE/CCNB1/CENPH/KIFC1/TTK/KIF4A,32,BP
GO:0007094,mitotic spindle assembly checkpoint signaling,22/262,44/12185,1.17E-25,5.41E-24,4.52E-24,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,22,BP
GO:0071173,spindle assembly checkpoint signaling,22/262,44/12185,1.17E-25,5.41E-24,4.52E-24,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,22,BP
GO:0071174,mitotic spindle checkpoint signaling,22/262,44/12185,1.17E-25,5.41E-24,4.52E-24,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,22,BP
GO:0031577,spindle checkpoint signaling,22/262,45/12185,2.25E-25,1.01E-23,8.47E-24,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,22,BP
GO:0051321,meiotic cell cycle,37/262,189/12185,2.57E-25,1.13E-23,9.41E-24,CDC20/RAD54L/NUF2/ASPM/NEK2/EXO1/KIF18A/INCENP/H2AX/RAD51AP1/NCAPD2/ESPL1/BRCA2/RAD51/CCNB2/PKMYT1/PLK1/FANCA/TOP2A/EME1/BRIP1/NDC80/RBBP8/NCAPH/SGO2/AURKA/FANCD2/SGO1/SMC4/MND1/TRIP13/CDC25C/PTTG1/TTK/FIGNL1/XRCC2/RAD54B,37,BP
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,28/262,91/12185,3.22E-25,1.38E-23,1.15E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/KNTC1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/TACC3/CENPE/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,28,BP
GO:0033047,regulation of mitotic sister chromatid segregation,23/262,52/12185,3.40E-25,1.43E-23,1.19E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/CDK1/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,23,BP
GO:0033046,negative regulation of sister chromatid segregation,22/262,46/12185,4.24E-25,1.63E-23,1.36E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,22,BP
GO:0033048,negative regulation of mitotic sister chromatid segregation,22/262,46/12185,4.24E-25,1.63E-23,1.36E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/KNTC1/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/SPDL1/TTK,22,BP
