ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Ontology
GO:1901987,regulation of cell cycle phase transition,52/198,388/12185,1.64E-33,1.92E-31,1.46E-31,CLSPN/CDCA8/CDC20/STIL/ORC1/CDC7/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/H2AX/ESPL1/TIMELESS/BRCA2/DLGAP5/BUB1B/KNL1/RAD51/WDR76/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRIP1/BIRC5/NDC80/SPC24/RRM2/BUB1/SPC25/FAM83D/UBE2C/AURKA/CDC45/CHEK2/GTSE1/FANCD2/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/TTK/ANLN,52,BP
GO:1902850,microtubule cytoskeleton organization involved in mitosis,37/198,154/12185,2.26E-33,2.43E-31,1.85E-31,CDCA8/CDC20/STIL/GPSM2/PSRC1/NUF2/NEK2/CDK1/KIF11/INCENP/RACGAP1/ESPL1/BORA/DLGAP5/NUSAP1/KIF23/PRC1/NDE1/PLK1/AURKB/BIRC5/NDC80/CENPA/SPC25/TPX2/MYBL2/AURKA/CHEK2/TACC3/CENPE/MAD2L1/CCNB1/CENPH/KIFC1/TTK/SAPCD2/KIF4A,37,BP
GO:0007088,regulation of mitotic nuclear division,32/198,102/12185,4.92E-33,4.88E-31,3.72E-31,CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/KIF20B/MKI67/INCENP/ESPL1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/PKMYT1/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/AURKA/MAD2L1/TRIP13/CCNB1/CDC25C/TTK/CDCA2,32,BP
GO:1905818,regulation of chromosome separation,28/198,71/12185,2.86E-32,2.64E-30,2.01E-30,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/NCAPD2/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/NCAPG/MAD2L1/TRIP13/CCNB1/TTK/NCAPG2,28,BP
GO:0051783,regulation of nuclear division,33/198,118/12185,3.47E-32,2.98E-30,2.27E-30,CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/KIF20B/MKI67/INCENP/RAD51AP1/ESPL1/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/PKMYT1/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/AURKA/MAD2L1/TRIP13/CCNB1/CDC25C/TTK/CDCA2,33,BP
GO:0000075,cell cycle checkpoint signaling,38/198,185/12185,1.65E-31,1.33E-29,1.01E-29,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/H2AX/TIMELESS/BRCA2/BUB1B/KNL1/RAD51/WDR76/ZWILCH/TICRR/BLM/PLK1/CDT1/AURKB/CDC6/BRIP1/BIRC5/NDC80/SPC24/BUB1/SPC25/CDC45/CHEK2/GTSE1/FANCD2/MAD2L1/TRIP13/CCNB1/TTK,38,BP
GO:0044772,mitotic cell cycle phase transition,51/198,409/12185,2.74E-31,2.08E-29,1.58E-29,E2F2/CLSPN/CDCA8/CDC20/STIL/ORC1/CDC7/IQGAP3/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/FOXM1/ESPL1/CDKN3/DLGAP5/BUB1B/KNL1/CCNB2/ZWILCH/TICRR/BLM/PKMYT1/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/UBE2S/RRM2/BUB1/SPC25/UBE2C/AURKA/CHEK2/GTSE1/TACC3/CENPE/MAD2L1/CCNA2/TRIP13/CCNB1/CDC25C/TTK/ANLN/MELK,51,BP
GO:0051304,chromosome separation,28/198,77/12185,4.47E-31,3.21E-29,2.44E-29,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/NCAPD2/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/NCAPG/MAD2L1/TRIP13/CCNB1/TTK/NCAPG2,28,BP
GO:0007346,regulation of mitotic cell cycle,51/198,439/12185,8.83E-30,5.99E-28,4.56E-28,CLSPN/CDCA8/CDC20/STIL/ORC1/CDC7/NUF2/KIF14/NEK2/DTL/CENPF/ZWINT/CDK1/KIF20B/MKI67/RRM1/INCENP/ESPL1/BRCA2/BORA/DLGAP5/BUB1B/KNL1/NUSAP1/ZWILCH/TICRR/BLM/PKMYT1/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/RRM2/BUB1/SPC25/UBE2C/AURKA/CHEK2/GTSE1/FANCD2/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/GMNN/TTK/ANLN/CDCA2,51,BP
GO:0090068,positive regulation of cell cycle process,38/198,208/12185,1.70E-29,1.10E-27,8.35E-28,CDCA8/CDC20/STIL/CDC7/GPSM2/KIF14/DTL/CDK1/KIF20B/RRM1/INCENP/RAD51AP1/NCAPD2/RACGAP1/ESPL1/CIT/DLGAP5/NUSAP1/KIF23/AURKB/SPAG5/CDC6/BIRC5/NDC80/RRM2/NCAPH/BUB1/FAM83D/UBE2C/AURKA/SMC4/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/NCAPG2,38,BP
GO:0006261,DNA-templated DNA replication,34/198,153/12185,1.92E-29,1.18E-27,8.98E-28,ORC1/CDC7/MCM10/RRM1/POLA2/POLD3/TIMELESS/PRIM1/RFC5/BRCA2/RFC3/POLE2/WDHD1/RAD51/TICRR/BLM/GINS2/CDT1/CDC6/TK1/MCM6/GINS1/CDC45/MCM5/TRAIP/POLQ/MCM2/RFC4/GMNN/MCM3/MMS22L/RFC2/MCM4/DSCC1,34,BP
GO:1901988,negative regulation of cell cycle phase transition,39/198,236/12185,1.55E-28,9.07E-27,6.91E-27,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/H2AX/TIMELESS/BRCA2/BUB1B/KNL1/RAD51/WDR76/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRIP1/BIRC5/NDC80/SPC24/BUB1/SPC25/CDC45/CHEK2/GTSE1/FANCD2/MAD2L1/TRIP13/CCNB1/TTK,39,BP
GO:0010948,negative regulation of cell cycle process,41/198,273/12185,2.70E-28,1.51E-26,1.15E-26,CLSPN/CDCA8/CDC20/ORC1/NUF2/NEK2/DTL/CENPF/ZWINT/CDK1/INCENP/H2AX/ESPL1/TIMELESS/BRCA2/BUB1B/KNL1/RAD51/WDR76/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRIP1/BIRC5/NDC80/SPC24/BUB1/SPC25/CDC45/CHEK2/GTSE1/FANCD2/MAD2L1/TRIP13/CCNB1/TTK,41,BP
GO:0045787,positive regulation of cell cycle,40/198,265/12185,1.09E-27,5.85E-26,4.45E-26,CDCA8/CDC20/STIL/CDC7/GPSM2/PSRC1/KIF14/DTL/CDK1/KIF20B/RRM1/INCENP/RAD51AP1/NCAPD2/RACGAP1/ESPL1/CIT/BRCA2/DLGAP5/NUSAP1/KIF23/AURKB/SPAG5/CDC6/BIRC5/NDC80/RRM2/NCAPH/BUB1/FAM83D/UBE2C/AURKA/SMC4/ECT2/NCAPG/MAD2L1/PLK4/CCNB1/CDC25C/NCAPG2,40,BP
GO:0033045,regulation of sister chromatid segregation,28/198,100/12185,2.09E-27,1.08E-25,8.20E-26,CDCA8/CDC20/NUF2/CENPF/ZWINT/CDK1/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/RMI2/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/TACC3/CENPE/MAD2L1/TRIP13/CCNB1/TTK,28,BP
GO:0007052,mitotic spindle organization,30/198,125/12185,4.12E-27,2.04E-25,1.56E-25,CDCA8/CDC20/STIL/GPSM2/PSRC1/NUF2/NEK2/KIF11/INCENP/RACGAP1/BORA/DLGAP5/KIF23/PRC1/PLK1/AURKB/BIRC5/NDC80/SPC25/TPX2/MYBL2/AURKA/CHEK2/TACC3/CENPE/CCNB1/CENPH/KIFC1/TTK/KIF4A,30,BP
GO:0010965,regulation of mitotic sister chromatid separation,23/198,57/12185,6.32E-27,3.02E-25,2.30E-25,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/MAD2L1/TRIP13/CCNB1/TTK,23,BP
GO:0050000,chromosome localization,28/198,106/12185,1.28E-26,5.88E-25,4.48E-25,CDCA8/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/KIF18A/INCENP/RACGAP1/DLGAP5/KNL1/ZWILCH/NDE1/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/FAM83D/SGO1/ECT2/CENPE/CCNB1/KIFC1,28,BP
GO:1901990,regulation of mitotic cell cycle phase transition,41/198,303/12185,1.83E-26,8.14E-25,6.19E-25,CLSPN/CDCA8/CDC20/STIL/ORC1/CDC7/NUF2/KIF14/DTL/CENPF/ZWINT/CDK1/RRM1/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/RRM2/BUB1/SPC25/UBE2C/AURKA/CHEK2/GTSE1/CENPE/MAD2L1/TRIP13/CCNB1/CDC25C/TTK/ANLN,41,BP
GO:0051306,mitotic sister chromatid separation,23/198,60/12185,2.67E-26,1.15E-24,8.74E-25,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/MAD2L1/TRIP13/CCNB1/TTK,23,BP
GO:0051303,establishment of chromosome localization,27/198,98/12185,3.05E-26,1.27E-24,9.66E-25,CDCA8/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/KIF18A/INCENP/RACGAP1/KNL1/ZWILCH/NDE1/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/FAM83D/SGO1/ECT2/CENPE/CCNB1/KIFC1,27,BP
GO:0007051,spindle organization,34/198,189/12185,3.51E-26,1.42E-24,1.08E-24,CDCA8/CDC20/STIL/GPSM2/PSRC1/NUF2/ASPM/NEK2/KIF11/INCENP/RACGAP1/ESPL1/BORA/DLGAP5/CCNB2/KIF23/PRC1/PLK1/AURKB/SPAG5/BIRC5/NDC80/SPC25/TPX2/MYBL2/AURKA/CHEK2/TACC3/CENPE/CCNB1/CENPH/KIFC1/TTK/KIF4A,34,BP
GO:0045786,negative regulation of cell cycle,42/198,334/12185,8.16E-26,3.19E-24,2.43E-24,CLSPN/CDCA8/CDC20/ORC1/NUF2/NEK2/DTL/CENPF/ZWINT/CDK1/INCENP/H2AX/ESPL1/TIMELESS/BRCA2/BUB1B/KNL1/RAD51/WDR76/ZWILCH/TICRR/BLM/PKMYT1/PLK1/CDT1/AURKB/CDC6/BRIP1/BIRC5/NDC80/SPC24/BUB1/SPC25/CDC45/CHEK2/GTSE1/FANCD2/MAD2L1/TRIP13/CCNB1/GMNN/TTK,42,BP
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,26/198,91/12185,9.31E-26,3.53E-24,2.69E-24,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/TACC3/CENPE/MAD2L1/TRIP13/CCNB1/TTK,26,BP
GO:0007093,mitotic cell cycle checkpoint signaling,30/198,138/12185,9.90E-26,3.65E-24,2.78E-24,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/BUB1B/KNL1/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/CHEK2/GTSE1/FANCD2/MAD2L1/TRIP13/CCNB1/TTK,30,BP
GO:0051310,metaphase chromosome alignment,26/198,92/12185,1.28E-25,4.59E-24,3.49E-24,CDCA8/KIF2C/PSRC1/NUF2/KIF14/NEK2/CENPF/KIF18A/INCENP/RACGAP1/KNL1/ZWILCH/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/FAM83D/SGO1/ECT2/CENPE/CCNB1/KIFC1,26,BP
GO:0044784,metaphase/anaphase transition of cell cycle,26/198,93/12185,1.75E-25,6.11E-24,4.65E-24,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/TACC3/CENPE/MAD2L1/TRIP13/CCNB1/TTK,26,BP
GO:0033044,regulation of chromosome organization,36/198,237/12185,4.96E-25,1.68E-23,1.28E-23,CDCA8/CDC20/NUF2/NEK2/CENPF/ZWINT/CDK1/INCENP/NCAPD2/ESPL1/DLGAP5/BUB1B/KNL1/PIF1/ZWILCH/RMI2/PLK1/AURKB/CDC6/TOP2A/BIRC5/NDC80/SPC24/NCAPH/BUB1/SPC25/UBE2C/SMC4/TACC3/NCAPG/CENPE/MAD2L1/TRIP13/CCNB1/TTK/NCAPG2,36,BP
GO:0030071,regulation of mitotic metaphase/anaphase transition,25/198,87/12185,7.22E-25,2.39E-23,1.82E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/CENPE/MAD2L1/TRIP13/CCNB1/TTK,25,BP
GO:0007094,mitotic spindle assembly checkpoint signaling,20/198,44/12185,7.80E-25,2.39E-23,1.82E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0071173,spindle assembly checkpoint signaling,20/198,44/12185,7.80E-25,2.39E-23,1.82E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0071174,mitotic spindle checkpoint signaling,20/198,44/12185,7.80E-25,2.39E-23,1.82E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0033047,regulation of mitotic sister chromatid segregation,21/198,52/12185,1.13E-24,3.39E-23,2.58E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/CDK1/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,21,BP
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,25/198,89/12185,1.36E-24,3.97E-23,3.02E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/ESPL1/DLGAP5/BUB1B/KNL1/ZWILCH/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/UBE2C/CENPE/MAD2L1/TRIP13/CCNB1/TTK,25,BP
GO:0031577,spindle checkpoint signaling,20/198,45/12185,1.38E-24,3.97E-23,3.02E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0033046,negative regulation of sister chromatid segregation,20/198,46/12185,2.41E-24,6.35E-23,4.84E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0033048,negative regulation of mitotic sister chromatid segregation,20/198,46/12185,2.41E-24,6.35E-23,4.84E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,20/198,46/12185,2.41E-24,6.35E-23,4.84E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:2000816,negative regulation of mitotic sister chromatid separation,20/198,46/12185,2.41E-24,6.35E-23,4.84E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0051985,negative regulation of chromosome segregation,20/198,47/12185,4.14E-24,1.03E-22,7.83E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,20/198,47/12185,4.14E-24,1.03E-22,7.83E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:1905819,negative regulation of chromosome separation,20/198,47/12185,4.14E-24,1.03E-22,7.83E-23,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:0008608,attachment of spindle microtubules to kinetochore,20/198,48/12185,7.00E-24,1.70E-22,1.30E-22,CDCA8/KIF2C/NUF2/NEK2/INCENP/RACGAP1/KNL1/ZWILCH/CDT1/AURKB/SPAG5/BIRC5/NDC80/SPC24/SPC25/DSN1/SGO1/ECT2/CENPE/CCNB1,20,BP
GO:0051321,meiotic cell cycle,32/198,189/12185,8.27E-24,1.98E-22,1.50E-22,CDC20/RAD54L/NUF2/ASPM/NEK2/EXO1/KIF18A/INCENP/H2AX/RAD51AP1/NCAPD2/ESPL1/BRCA2/RAD51/CCNB2/PKMYT1/PLK1/TOP2A/BRIP1/NDC80/NCAPH/SGO2/AURKA/FANCD2/SGO1/SMC4/MND1/TRIP13/CDC25C/PTTG1/TTK/XRCC2,32,BP
GO:0045839,negative regulation of mitotic nuclear division,20/198,54/12185,1.24E-22,2.90E-21,2.21E-21,CDCA8/CDC20/NUF2/CENPF/ZWINT/INCENP/BUB1B/KNL1/ZWILCH/PLK1/AURKB/BIRC5/NDC80/SPC24/BUB1/SPC25/MAD2L1/TRIP13/CCNB1/TTK,20,BP
GO:1901991,negative regulation of mitotic cell cycle phase transition,29/198,165/12185,4.11E-22,9.47E-21,7.21E-21,CLSPN/CDCA8/CDC20/ORC1/NUF2/DTL/CENPF/ZWINT/CDK1/INCENP/BUB1B/KNL1/ZWILCH/TICRR/BLM/PLK1/AURKB/CDC6/BIRC5/NDC80/SPC24/BUB1/SPC25/CHEK2/GTSE1/MAD2L1/TRIP13/CCNB1/TTK,29,BP
