Symbol,logFC
CNTNAP1,1.479973272
EZH1,-0.426856337
PPP1R9B,-0.680752314
AARSD1,-0.200942312
MRPL27,0.852860603
VAT1,-0.563608525
LRRC59,-0.967569222
HDAC5,0.264065897
ABCC3,1.035489977
LUC7L3,0.048566388
SMURF2,-0.127074457
DUSP3,0.196448449
EFTUD2,-0.789563951
HLF,-0.590782633
PRKAR1A,-0.082865956
YWHAE,0.040411039
MMD,-0.713933891
DPH1,-1.095157195
MAP2K6,0.338692061
DHRS7B,0.119648343
WSB1,0.064171
SLC9A3R1,-0.757152526
MYH3,-0.255249044
NAT9,-0.027876551
TMEM104,-0.494529746
TNFAIP1,-0.080403536
IFT20,-0.16510438
TMEM97,-1.239510088
CDR2L,-0.393412681
PMP22,1.044195914
UNC119,-0.07999398
ALDOC,-0.043049105
SUPT6H,-0.130044995
PHF12,-0.123930251
TMEM33,-0.700555899
SLAIN2,-0.397889448
OCIAD1,-0.259422643
DCUN1D4,-0.717382552
USP46,-0.930484997
NMU,-0.305024779
KIAA1211,0.371675452
LAMTOR3,-0.248159149
NFKB1,-0.537515524
AREG,1.38601482
MANBA,-0.189439373
UBE2D3,-0.562826755
MAPK10,1.57128914
ELF2,0.268624681
NDUFC1,0.546094558
TBC1D9,1.298764183
ZNF330,-0.571290123
INPP4B,0.598667969
GAB1,-0.076874007
KLHL2,-0.37066184
RPL34,1.112449628
WFS1,0.125717544
GRPEL1,-0.256023646
GAR1,-0.512878351
FRG1,0.84108484
CLCN3,-0.166215235
AADAT,0.333540261
GALNT7,-0.696050462
DHX15,-0.755960266
SOD3,0.221977809
SEPSECS,0.059092955
TRIM2,-0.550985247
SLC2A9,0.139476979
FBXW7,0.429502464
NEIL3,-0.921269306
TBC1D19,0.69083898
CLNK,0.627961566
WHSC1,-1.002050865
SH3D19,-0.3595797
STIM2,-0.252303797
MFSD10,0.025613535
RAPGEF2,0.068346322
SNX25,0.003726347
UFSP2,0.282890941
KLF3,-0.88583343
FAM149A,-0.309754688
NCAPG,-1.957382825
UGDH,-0.729326098
PPARGC1A,0.635208618
HTATIP2,-0.219133869
CTSC,-0.663655468
CCDC34,0.193816674
ELP4,-0.033753537
ZNF259,-0.308682175
MTCH2,-0.138122451
FNBP4,-0.155566201
SC5DL,-0.664464157
HSPA8,-0.305302154
VWA5A,0.00764385
SIAE,-0.213421728
SNX15,0.230556138
LPXN,0.831655013
DTX4,-0.547386713
ATG2A,-0.159797597
EHD1,0.041510985
OSBP,-0.617453967
UNC93B1,0.075654471
DCPS,0.430838562
SUV420H1,-0.698662156
FOXRED1,-0.058380024
PPP6R3,-0.398729692
ST3GAL4,0.468269844
CPT1A,-0.375907252
CCND1,-0.419875772
PRPF19,-0.505745021
TRIM3,-0.386692546
CHORDC1,-0.848617974
C11orf51,-0.129715748
PANX1,-0.580401073
ARHGEF17,-0.258785134
CEP164,0.834583738
RNF141,-0.004707064
EIF4G2,-1.18586965
GALNTL4,0.124611964
BIRC2,-0.360243523
UBE4A,-0.552146271
DDX6,-0.500763426
CBL,-0.345606795
PVRL1,1.088099
HIPK3,-0.47849974
FBXO3,-0.666069454
PDHX,-0.054138287
COMMD9,0.096656176
ACCS,1.325559341
MDK,0.917374265
AMBRA1,-0.359006304
MADD,-0.419333649
NAA40,-0.352339725
CARS,0.047965832
SLC22A18,0.233000971
CD81,-0.094181967
SLC35F2,-0.486735397
SOX6,0.521184979
C11orf58,-0.032517133
PITPNM1,0.006108036
RPS13,0.576271074
AIP,0.638312417
NUP98,-0.660350123
NDUFS8,0.868817271
TCIRG1,0.34698556
CHKA,-0.386070273
EXPH5,-0.379014717
HPS5,-0.739698019
GTF2H1,-0.276994322
PTPN5,0.508445555
VWF,1.142839002
LEPREL2,-0.776874501
PPFIBP1,0.843492242
PRPF40B,-0.170627246
PRDM4,-0.786492068
COQ5,0.409511238
CORO1C,-0.431165221
ASIC1,0.022167198
CAPRIN2,0.458122568
KCTD10,-0.878614717
SLC11A2,-0.638473497
MLEC,-0.265333776
MVK,-0.727247742
CSRNP2,-0.089160718
CAMKK2,-0.742599635
ATP5B,-0.305731748
PTGES3,-0.800186368
BCL7A,0.112273055
RSRC2,-0.4183343
LIN7A,0.803200111
KRT18,0.362612103
ACSS3,1.000857269
TENC1,0.728047781
PPM1H,-0.020919519
METAP2,-0.150955746
LTA4H,-0.501416999
ELK3,0.225927652
WNT5B,0.133733499
MAGOHB,-0.373987178
ITFG2,-0.044235386
FOXM1,-0.313410128
PRR4,0.3497231
PRMT8,0.384028832
PARP11,-0.779025086
ARPC3,-0.491662515
GPN3,-0.369765981
VPS29,0.025267621
RAD51AP1,-0.756946803
CUX2,1.103256694
SH2B3,-0.362559171
MANSC1,0.354655818
DUSP16,-0.336650838
CREBL2,-0.070113157
ACAD10,0.403050632
ALDH2,0.493439328
CDKN1B,-0.589425234
NAA25,-0.737559276
SCNN1A,-0.063696655
LTBR,-0.465908023
CDK2AP1,-1.201433304
RASAL1,2.356313793
ARHGDIB,-1.907698372
GTF2H3,-0.527583572
EIF2B1,0.300250512
DDX55,0.029519639
SLC38A1,-0.883749122
C12orf49,-0.09111978
VDR,0.540995273
RFC5,-0.81935846
STX2,-0.767603692
GPR133,0.802097955
COPZ1,-0.226624296
TBC1D30,-0.87747949
CAND1,-0.879542363
RAB5B,0.867261155
MDM1,-0.507838224
NUP107,-0.891323686
CNOT2,-0.478044171
TIMELESS,-0.794778783
CPSF6,-0.733141441
KRR1,-0.649455785
MRPL51,0.827256893
GAPDH,0.089992496
NOP2,-1.012036607
CHD4,0.201782136
UHRF1BP1L,-0.484932386
COPS7A,0.180391797
ING4,0.180030707
GNB3,-1.797680081
CHPT1,-0.968212264
USP5,-0.142745656
TPI1,0.137324345
GNPTAB,-0.026822019
SPSB2,0.115210752
ENO2,-0.391073904
ATN1,-0.288847045
C12orf57,1.418365705
PTPN6,1.014107763
NT5DC3,-0.51108991
SLCO1B3,1.723607698
SUDS3,0.033846729
GOLT1B,-0.54330167
LDHB,0.008967354
PRKAB1,0.758535286
CMAS,-1.344654786
HCFC2,-0.224673263
ST8SIA1,0.518988952
KIAA0528,-0.635789697
RAB35,-0.597314525
PHC1,-0.185234002
COX6A1,0.736065179
RIC8B,-0.463509636
SRSF9,-0.380907095
FGFR1OP2,-0.547998589
BTN3A3,0.993449002
TDP2,-0.315348846
DSE,0.28080787
RWDD1,0.58644252
TMEM14C,-0.052406225
PAK1IP1,-0.27139037
GCNT2,1.710734779
C6orf162,-0.68973707
NEDD9,0.007332751
CEP85L,2.300814986
MCM9,-1.295754407
FAM184A,1.275871509
RNGTT,-0.427340474
MAN1A1,-0.787087369
GABRR2,1.214321186
SERINC1,-0.520554095
HDDC2,0.435582362
TPD52L1,-0.068482291
FAM65B,1.340103083
SASH1,-0.080669933
UST,0.255376613
FBXO5,-1.409845142
MTRF1L,-1.443655366
PPARD,-0.072124002
FANCE,-1.518565754
SLC26A8,1.591497133
MAPK14,-0.358403376
KCTD20,0.071883121
STK38,0.316086581
SOD2,-0.866000185
MRPL18,-0.771207973
MCM3,-1.086854351
RNF8,-0.40725221
PHACTR1,1.001979422
ICK,-0.600769928
FBXO9,-0.239299855
MDN1,0.245261238
SAYSD1,-0.614837014
BACH2,1.410577603
CAP2,0.124939161
ZNF451,-0.645630818
BAG2,-0.644396661
RAB23,-1.023367445
GPR63,-0.39295547
KHDRBS2,1.752953612
FBXL4,0.006414505
CCNC,-0.219121561
E2F3,-0.307204418
PTP4A1,0.700455704
ASCC3,0.33382098
MED23,0.167163653
WASF1,-0.429384685
GPLD1,0.200242954
ALDH5A1,-0.16174094
AIM1,-0.544072812
ACOT13,0.266367894
SMAP1,0.592354643
RPS12,0.769858135
C6orf62,-0.908795945
GMNN,-1.412229551
EYA4,0.846424811
SOBP,1.845950014
SNX3,-0.534199177
HBS1L,-0.137070493
TRIM38,0.589632883
PEX7,0.566381991
ZBTB24,-0.234511152
FIG4,0.514407175
PERP,-0.145232867
KIAA1244,-0.460906361
GPR126,-0.128319948
PHACTR2,0.816760575
EPM2A,-0.324683389
SLC39A7,-0.814351744
UNC93A,-0.195786526
SLC22A2,2.424478722
PHF1,-0.596349432
CUTA,-0.074881452
PACRG,0.182032556
QKI,1.363594828
PDE10A,0.698293703
MDFI,0.355326603
TFEB,0.752113635
SMOC2,-0.202291807
CCND3,0.189799871
BYSL,0.082669409
FAM120B,-0.399700639
TBP,-0.563931199
GUCA1B,0.180631433
KIAA0240,-0.001041128
PPP2R5D,-0.371898419
PTK7,2.307558159
SRF,-0.603927744
CUL9,0.678760581
NUDT3,-0.332678684
C6orf108,-0.017977034
DUSP22,0.845183794
EXOC2,-0.007719027
COX7A2,0.881462009
TMEM30A,0.627224203
GMDS,0.448368679
SENP6,-0.434525515
IMPG1,0.965827827
VEGFA,-0.412397767
PRPF4B,-0.389968538
TTK,-0.994618214
SLC29A1,-1.302927003
FAM46A,0.670915834
CLIC5,0.506795139
FBRSL1,-0.729101659
ENPP5,0.655977187
PRSS16,0.104012748
ERBB2IP,-0.696370213
PCDHB2,-0.427043677
HARS2,-0.113647632
NUDT12,0.191684161
CEP72,-0.130315062
MAN2A1,-0.980356233
SEMA5A,1.699778865
PAPD7,-0.61599256
GHR,0.923336596
HMGCS1,-1.823689586
DAP,-0.614723132
BRD8,-0.465696492
KIF20A,-2.251711368
NNT,-0.264113524
MRPS30,-0.216717698
HSPA9,-0.376965816
MRPS27,-0.237937952
PFDN1,0.036777285
HBEGF,0.517616597
CDH9,1.130309867
APBB3,0.391970998
IK,0.227694732
HMGCR,-0.350183695
COL4A3BP,-0.316108798
FAF2,-0.456027926
PDE8B,0.459374327
CLK4,-0.508166604
RNF130,-0.213710144
THG1L,0.277431209
ARSB,-0.020450897
CLINT1,-0.459292575
THBS4,0.844521916
CNOT6,-0.833567663
TTC1,-0.325991081
MSH3,-0.171493997
RASGRF2,0.188903396
CCNG1,-0.321182818
POLR3G,-0.484951566
DROSHA,-0.344508973
LMNB1,-1.764929107
ARRDC3,-0.35552259
GOLPH3,-0.332474587
SUB1,0.443617512
FAM172A,-0.908304894
SLC27A6,0.944606084
TARS,-0.727803784
LNPEP,-0.140027805
PDE4D,0.584583736
RAD1,-0.73235914
BRIX1,-0.758930938
PRLR,0.163514582
SLC12A7,-0.195939142
RAD50,0.141614555
GNPDA1,-0.32257461
SKP1,0.589297802
NUP155,-0.597513631
NR3C1,-0.111144373
C5orf15,-0.024122748
PPWD1,-1.046435201
TRIM23,-0.394100677
C5orf44,-0.363067497
SEC24A,-0.374134209
TXNDC15,0.003007607
TTC33,-0.514346122
RARS,0.05607768
WWC1,0.002182442
H2AFY,-1.256394006
TCERG1,-0.461069747
SMAD5,-0.609026743
CSNK1A1,-0.682344569
HMGXB3,-0.439474405
ERGIC1,-0.224141159
CDX1,-0.693792805
ATP6V0E1,0.216640988
BNIP1,0.368084829
STC2,-1.166455901
CPEB4,-0.047122338
DBN1,0.142964125
ZNF346,-0.021045436
EHHADH,-0.525908519
CNTN3,0.675281245
ACTR8,-0.311185056
TBCCD1,-0.716455805
TIMMDC1,-0.111073741
CRBN,-0.51802583
HGD,0.199066896
ARL6,0.446772975
NPHP3,0.152530712
AMOTL2,-0.721554285
NIT2,0.292356403
FAM162A,0.508071241
OGG1,-0.919063974
KPNA1,-0.499716476
PCCB,0.308975975
UBE3A,-0.389195436
ARMC8,-0.530704361
CEP70,-0.106614564
SLC25A36,-0.737615834
RNF7,-0.570189167
TFDP2,0.144672504
XRN1,0.023437801
KAT2B,0.540915798
PDCD10,0.005224134
PFKFB4,0.366378074
COL7A1,0.828875537
FGF12,1.663892024
PRKAR2A,0.153461623
HES1,0.916584313
USP4,-0.021687039
ACAP2,-0.613159822
ECT2,-0.259623133
GNAI2,0.282883606
TFG,0.025670834
HYAL1,1.162402932
TUSC2,0.413020018
NPRL2,0.360151161
RPL24,0.936739176
CYB561D2,0.345923307
FXR1,-0.64369765
CBLB,0.150924371
BBX,0.569878169
IFT57,0.298378973
GNB4,0.423191687
HHLA2,0.865486444
IQCG,0.764206377
GBE1,0.251406878
MORC1,0.221854242
UMPS,-0.63675212
NCBP2,-0.679390577
SNX4,-0.260800184
C3orf52,0.139689146
FRMD4B,0.872672598
SLC41A3,0.171885513
PLXNA1,-0.081824761
ATP6V1A,0.149383661
ABTB1,0.413018045
PODXL2,-0.570130415
KLHL18,-0.446688188
SCAP,0.151972509
CCDC48,0.232672132
KIAA1257,0.334553315
NEK11,0.87501976
MRPL3,-1.124107033
PLSCR4,-0.316298233
HEMK1,0.782099688
CISH,-0.487049933
MAPKAPK3,-0.424251862
ACVR2B,0.120777307
WDR48,-0.859879181
COMMD2,-0.174242869
GORASP1,-0.18983405
PEX5L,0.876503939
RRP9,-0.967086651
ABCC5,0.030894453
EIF1B,0.285230601
ARHGEF26,-0.316319088
KLHL24,0.030538468
PLCH1,0.161557568
VIPR1,0.575082035
DNAH1,0.399731497
SSR3,-0.138191973
ZBTB47,-0.262425248
TNNC1,1.53342502
FOXP1,0.105060975
SPCS1,-0.049662532
NEK4,0.001942074
INO80D,0.140360866
EEF1B2,0.075624991
ADAM23,1.284866
DGUOK,0.100077842
MOB1A,-0.252247098
KANSL3,0.004961438
LMAN2L,-0.259701634
RTKN,0.260818209
TTL,-0.337668745
CCL20,1.16849635
PIKFYVE,-0.340762382
FAHD2A,0.025543081
NCL,-0.894893676
ACTR1B,-0.011756447
SLC35F5,-0.038260417
ACTR3,-0.510676401
STEAP3,0.575476357
EPB41L5,0.036690443
DNAJC27,0.32268835
STAM2,-0.508080902
GPD2,-0.730771355
CENPA,-0.510893681
CYTIP,0.679182475
ACVR1,-0.33046619
TANC1,0.115775254
NRBP1,-0.449183253
ITGB6,1.305699272
PSMD14,-0.822740071
ASB3,-0.361138891
PPM1G,-0.359645546
PDE1A,0.291683898
REEP6,-0.086684834
PCSK4,0.764557252
APC2,-0.474830788
IFIH1,-0.70538435
RPS15,-0.152633938
GCA,-0.296303013
INO80B,0.22058001
MOGS,-0.56534808
TTC31,-0.050188375
NDUFS7,0.841021999
PCGF1,0.048373368
GRB14,0.403750415
CLIP4,0.123272774
SPTBN1,-0.772058941
AUP1,-0.304223163
RTN4,-1.041255457
HTRA2,-0.652662065
DOK1,0.37882854
GALNT3,-0.758394766
POLE4,0.033953866
TACR1,0.996953574
CCDC88A,1.71900374
MRPL19,-0.54156586
WDR75,-0.280790618
REG1A,-2.039521113
FANCL,-0.965209143
FN1,0.974112548
STAT1,-0.761596251
GLS,-0.423099381
PAPOLG,-0.390262263
DNAH6,0.442044656
PECR,0.042824595
UNC50,-0.17241915
IGFBP2,0.609961692
ELMOD3,0.031735404
USP34,-0.181377858
EFHD1,1.953327737
CCT4,-0.50873302
GGCX,0.08723041
EHBP1,-0.014728685
OTX1,0.285971652
TXNDC9,-0.163537776
COQ10B,0.566278552
SF3B1,-0.870376398
ST3GAL5,1.844147783
PDCL3,0.36373514
MOB4,-0.090917548
KDM3A,-0.21185155
PLCD4,-0.577238493
CHMP3,0.0813377
ZNF142,-0.547892216
IL1R2,-0.676839337
WNT6,0.932334919
SLC9A2,-0.798351942
FHL2,0.559235066
MLPH,0.800354236
CNPPD1,-0.611649375
UXS1,-0.438824027
STK16,0.695801189
HDLBP,-0.055251681
PPP1R7,0.369174252
PASK,-1.346615659
STK25,-0.296570953
TPO,0.799821986
ID2,-0.050258325
TAF1B,-0.463658223
HPCAL1,0.811917528
ODC1,-0.331668448
BIRC6,0.214747935
NOL10,-0.19507698
PLEKHB2,-0.424506829
GORASP2,-0.297440243
STRN,-0.647469659
CEBPZ,-0.747144514
PRKD3,-0.55478144
DCAF17,-0.53744162
RAB3GAP1,-0.688431095
SLC25A12,-0.301824156
FAM82A1,0.145962055
DARS,-0.025433865
SRSF7,-0.583771138
SDC1,-0.387961974
PLCL1,1.066045665
SLC1A4,-0.8476353
SOS1,-0.487093115
KYNU,0.291358853
ORC2,-0.08699642
COX7A2L,0.137909495
ORC4,-0.508106003
RND3,-0.721198811
ATF2,-0.72186687
THADA,-0.179712402
AAK1,1.201559074
TRAK2,-0.555915583
C2orf42,0.543171328
PCYOX1,-0.158370365
EPAS1,1.319678758
ARID3A,0.719535054
SUMO1,-0.732914965
GRIN3B,1.634539971
NFE2L2,0.122563845
PLEKHA3,-0.351597873
SPR,-0.249968291
EPHA4,0.223034587
PARD3B,0.524584833
FARSB,-0.606761374
ALMS1,-0.715028402
BCL9,-0.51844704
DHCR24,-1.47302197
DNAJC16,0.424534915
MARK1,0.294466739
TNR,0.780286304
MORN1,0.556972283
CACYBP,-0.770804229
SCP2,0.163413191
TPSG1,-0.445381371
PAPPA2,0.429399134
RALGPS2,-0.254719083
CEP104,-0.142004246
TCEANC2,0.079185146
TMEM59,0.110700649
LRRC42,-0.138098909
WRAP73,0.026042217
MRPL37,0.646266397
ICMT,-0.903797767
RPL22,0.164058331
CHD5,0.788464718
QSOX1,0.03781764
STXBP3,0.05709936
PHF13,-0.839731961
ERRFI1,-1.152116492
PARK7,0.061341171
KIAA1324,-0.259506333
AMPD2,0.377816042
SRSF4,0.157973885
MECR,-0.163293767
KCNC4,-0.316120787
EDEM3,0.1882116
WDR77,-0.464109388
ATP5F1,0.279858109
RAP1A,0.817769638
HDAC1,-0.068477646
CAPZA1,-0.598053265
S100PBP,-0.301132765
RNF19B,0.81620207
SCAMP3,0.643062923
TRIM62,-0.270584646
ASH1L,0.181743468
SFPQ,-1.05268436
RHOU,0.045344062
GON4L,0.24580845
ARHGEF2,-0.271244777
LAMTOR2,0.403272279
MEF2D,-0.135145317
DOCK7,0.020795417
SRM,-0.40805653
FBXO2,2.145505794
FBXO6,0.728960383
C1orf21,0.55685845
SWT1,0.333025224
MAD2L2,-0.032348649
DNAJC6,-0.825176379
LEPR,0.437818305
IVNS1ABP,-0.702063031
KIAA2013,-0.381930323
MFN2,-0.81171018
PRG4,-1.148608546
MIIP,0.060006838
SMG7,-0.51843283
SLC35D1,-0.253184595
PLA2G4A,-0.849117833
GADD45A,1.450873568
WLS,-0.657700983
PRDM2,-0.257383805
RGS2,1.269868822
TROVE2,-0.810332473
UCHL5,-0.71303187
BCAS2,-0.805799073
SRSF11,-0.249758769
CTH,-0.317677454
PLEKHM2,0.179432527
PHTF1,0.480163514
ZBTB17,0.383959067
TTF2,-0.875200334
NR5A2,1.225215575
KIF21B,-0.72859529
TMEM9,0.219968279
ADPRHL2,-0.420965568
MAP7D1,0.050186825
WARS2,0.033082455
OSCP1,1.281470667
MRPS15,-0.119861775
EXOC8,-0.177066083
GNPAT,-0.296453023
TSNAX,0.26473757
C1orf109,-1.150423774
RRAGC,-0.120425051
TBCE,-0.304088558
NID1,1.170048572
LGALS8,-0.443097268
MTR,-0.709912964
BMP8B,-1.093588226
MYCL1,-0.319466192
SIPA1L2,0.617764477
RLF,-0.188067819
KMO,1.17748308
ZNF684,-0.479263674
KCNQ4,-0.342402298
RIMS3,-0.503726607
AKT3,1.109062552
ETV3,-1.066698126
ACADM,-0.78994143
ST6GALNAC5,0.91493247
LPHN2,0.62098233
SDHB,0.250514467
RPF1,0.366598425
KDM5B,0.711836675
UAP1,-0.184263417
ACTL8,-2.189677372
CTBS,0.656875245
KLHL12,0.338107661
IGSF21,1.700992852
SSX2IP,-1.123473466
ZNHIT6,-0.246756692
RBBP5,-0.378679393
GBP3,0.616769028
GPR89A,-0.254431804
CDK18,-0.183585987
RAB7L1,0.518962407
CD160,-0.280189124
TXNIP,0.343994935
ECE1,0.551750262
HMGCL,1.11024936
GALE,-0.271720422
ID3,0.511485644
CD46,-0.705003535
PRPF3,-0.368292705
APH1A,-0.658646813
LEPRE1,-0.616931616
SLC2A1,0.214283737
EBNA1BP2,-0.264971258
CDC20,-0.81050251
ARTN,0.264911337
IPO13,-0.604792745
ATP6V0B,0.165539332
B4GALT2,-0.525719056
ERI3,-0.252013699
AKR1A1,0.100030581
PRDX1,0.152272386
PIK3R3,0.847918074
TSPAN1,1.531987545
BLZF1,-0.487300106
SLC19A2,-1.238195835
FAAH,-0.091435028
NSUN4,-0.439136174
TMED5,-0.596704217
C1orf129,1.76801337
DR1,-0.615085881
CNN3,-0.598450863
PRRC2C,0.298151456
F3,0.848975533
ABCD3,-0.532836463
VAMP4,-0.291222851
DPH5,-0.006498386
PTBP2,-0.392911745
PRDX6,-0.230574944
DARS2,-0.528138152
IRF6,-0.048896808
DIEXF,-0.551958318
SERPINC1,-0.523110256
RCAN3,0.479666476
SYF2,0.731814907
C1orf63,-0.416748213
SLC35A3,0.049267427
RCOR3,-0.292976449
STMN1,-0.855532989
FAM54B,-0.801802199
NEK2,-0.317636795
RPS6KA1,-0.678089974
DHDDS,0.034772764
NENF,1.129555845
NSL1,-0.287868871
PROX1,0.792144543
ARID1A,0.286081687
CENPF,-0.600053511
RPA2,-0.958546984
PPP1R8,-0.601497023
STX12,0.072998342
2-Mar,-0.055922865
OSBPL9,-0.147463667
TXNDC12,-0.370632996
ESYT2,0.39536353
CD3EAP,-1.371572645
MESDC2,-0.314603973
RCN2,-0.354309222
MUC5B,-0.226904951
CTSD,-0.234084695
COLEC11,0.850760539
STAG1,-0.915954878
STK11,-0.114000084
MLL,0.1937992
TREH,3.839755074
IFT46,0.047691376
KPTN,-0.185653511
RPS25,0.375122905
KIF14,-0.323451324
DDX59,0.00341705
CAMSAP2,-0.451181257
ATF6,-0.11325679
MREG,-0.381989652
FASTKD2,-1.06606702
CREB1,-0.625772125
KLF7,-0.287777134
B4GALT6,-0.05693772
C1orf54,1.002280535
CA14,0.437104631
CASC1,0.922702698
ATP10B,0.073418218
SPCS2,-0.02549693
USP35,0.309268412
FILIP1,0.076747705
CASP8AP2,-0.867941157
HMGN3,0.133635856
UBE3D,-0.515266842
ANKRD13C,-0.48337712
SGIP1,0.52158388
PHF3,-0.586697401
ADGB,1.257924807
PLAGL1,-0.053571218
FBXO30,-1.770314693
TNFAIP3,-0.372072929
AKAP7,-0.110157925
RAB32,0.10420726
MYB,-0.426108408
SGK1,0.473681861
CTGF,4.45158019
PMFBP1,0.325109998
FBXL5,-0.426262331
MED28,0.065396773
SLC16A7,2.172893068
TMEM5,-0.333866138
ZNF430,-0.710161275
VAMP8,1.232736199
DCLRE1B,-1.54220763
MYL12B,0.536378557
FOXO3,0.069092937
ARMC2,0.731605999
RPN2,0.056135889
OLFM3,-0.477633926
PKD2,-0.819105747
ABCG2,3.125941799
CCNI,0.128670282
RARRES1,0.515811525
MFSD1,0.039961957
RAB3GAP2,0.031338084
FAM86A,-0.702176608
PPL,0.199165074
UBN1,-0.152630214
KLF12,0.844993191
HS1BP3,-0.101473473
C2orf43,0.387962159
WDR35,0.38620089
CCND2,0.190530041
FGF23,-1.56764555
ELL2,0.513101193
DNAH7,0.534977132
CYP20A1,0.459224755
NDUFB3,0.527297759
GTF3C3,-0.537413015
SATB2,-0.402608353
UBE2B,0.207440945
TRPM6,0.324523065
GDA,-0.067498983
KLF9,0.460462578
TJP2,-0.063471621
ITGB1BP1,-0.167813749
CPSF3,0.255845372
PIGZ,1.292449917
SENP5,-0.209551095
CCDC92,0.12232287
C1orf198,-0.703673939
HEATR1,-1.060311946
PTBP3,-0.430359906
RAD23B,-0.630630564
FKBP15,-0.317035134
CTNNAL1,-1.108846964
FAM206A,-0.971318026
WDR34,-0.122154821
SET,-0.503177794
PPP2R4,-0.399404356
GLE1,0.019895983
RAB14,-0.426408938
CNTRL,-0.179736123
FBXW2,-0.713739287
PHF19,0.201083728
NEK6,-0.065796509
BSPRY,-0.110739266
PPP6C,-0.682572681
NDUFA8,0.309290061
HDHD3,0.744944258
RBM18,-0.31580746
HSDL2,0.190419356
MAPKAP1,0.075641436
INVS,-0.097211104
GALNT12,-1.484088649
DENND1A,0.275974998
ALG2,-0.353773968
KDSR,-0.007478923
VPS4B,-0.139854369
ONECUT2,-0.128256622
C19orf25,-0.172042362
ZBTB45,-0.694786968
YLPM1,-0.221673258
DCAF4,-0.666854777
PROX2,-0.275316027
FCF1,-0.230495279
PGF,1.247741296
IFI27L2,1.538496628
NEK9,0.097774039
ACYP1,-0.847399369
IFT43,0.418446837
NPC2,0.395724335
DNAL1,0.814030189
IRF2BPL,-0.105036103
KIAA0317,-0.23494223
MLH3,0.181251268
TTLL5,0.265503274
ABCD4,0.236763027
DLST,-0.541974285
ZC2HC1C,0.611464235
SLIRP,0.889838412
RBM25,0.361458153
ESRRB,1.700199551
EIF2B2,0.190001853
C14orf102,-0.358098013
COQ6,0.756537921
SUPT7L,0.251308142
KLHL29,0.748337453
DNMT3A,0.805971971
TMEM214,-0.775428451
ATAD2B,-0.311331338
ATL2,-0.991023867
YPEL5,0.547146662
FAM98A,-0.805921376
YIPF4,0.253853967
AFTPH,-0.62109846
LGALSL,-0.148380595
BCL11A,-0.139003399
CRIPT,0.317402381
EPCAM,-0.180942231
SLC17A5,0.653081006
FAM178A,-1.054562534
IDE,-0.460509111
GPAM,-0.123094079
CUTC,-0.532529065
PYROXD2,0.331802351
CNNM1,-0.209100718
MXI1,0.292363624
SMNDC1,-0.483685522
C10orf88,-0.330221227
HELLS,-0.839728418
TCTN3,-0.465505361
FAM45A,-0.121458418
AVPI1,-0.007856065
WDR11,-0.610836468
C10orf76,0.113986705
GOT1,-0.256639673
C10orf95,0.011794152
GNA13,-0.973149124
KANSL1,-0.312083221
HOXB7,1.184279021
CRHR1,0.500155437
PANK3,-0.75968431
MSX2,0.809707511
RCL1,-0.323235057
C9orf82,0.134688651
MOB3B,0.031983385
GRIA2,1.96189889
NUP43,-0.506904318
MTHFD1L,0.236904859
LRP11,-0.284767444
C6orf97,1.524500249
PCMT1,-0.428599594
PLEKHG1,2.12602552
CYSTM1,0.697620935
WDR55,-0.651495291
ARAP3,0.550595634
PCDHB14,-0.235892355
SLC25A2,-0.742957323
MRPS14,0.740752547
CENPL,-0.627185459
GORAB,-0.267607523
ACAT2,-0.205913996
TCP1,-0.762211076
SNX19,-0.277568666
KCNJ5,1.382883093
MSANTD2,-0.897232784
TEX11,1.033282015
PDZD11,0.229494542
SLC10A7,0.213667565
NUDCD1,-0.422884294
ENY2,0.255157308
MASTL,-1.459340392
KIAA1217,0.818811842
PLXDC2,0.922597653
EPC1,-0.170972835
CCDC77,-1.049712561
TAF12,0.549969534
ENOX1,0.796424705
MTRF1,-0.409828203
DNAJC15,0.047965761
PROSER1,-0.389342877
UFM1,-0.463049399
WBP4,-0.117726633
ELF1,-0.237879648
SMAD9,-0.366919166
HSPH1,-0.952388027
ALG5,-0.216990349
EXOSC8,-0.529516946
ETF1,-0.486433631
FAM53C,-0.403362314
SIL1,1.479967737
PAIP2,-0.495861596
KDM3B,-0.694561927
EGR1,0.752457903
SERP1,-0.404306068
PLS1,0.059263556
ZFP30,-0.736311544
NR2C1,-0.211846163
UTP20,-0.658288007
TMPO,-1.097275866
ARL1,0.126453691
GLT8D2,-0.726882747
MTERFD3,-0.545247092
SOCS2,-0.452812604
NFYB,-0.799007372
CCDC53,0.978606391
APAF1,0.885060456
DUSP4,0.862739098
CLU,0.186636113
TNFRSF10B,0.242967612
SORBS3,-0.150895324
PTK2B,0.223338215
PPP3CC,0.974952193
EPHX2,-0.602198336
RNF170,-0.16045724
UBIAD1,-0.827095027
TARDBP,-0.07447198
ZNF706,-0.496756364
LYPLA1,-0.67951777
COPS5,-0.419913616
RDH10,-1.276129209
AKAP1,-0.230379946
COIL,-0.190581616
TRIM25,-0.17117578
SCPEP1,0.387869535
SPOP,0.181101658
SLC35B1,-0.408439365
DYNLL2,-1.207297859
NACA3P,0.032625846
TEX14,1.942424391
FAM117A,-0.017280213
NCAPH,-1.004891615
KIAA0922,-0.00969933
MND1,-0.25883716
PAPD5,-0.636020126
