ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Category
GO:0006261,DNA-templated DNA replication,55/348,153/12185,2.29E-46,4.82E-44,4.13E-44,4998/8317/55388/1763/6240/2237/23649/10714/1663/1017/8914/5557/5985/5426/675/5983/5427/11169/5888/54962/90381/641/63922/23594/51659/81620/990/672/146956/7083/5932/348654/4175/9837/29980/8318/4174/10293/10721/4171/11073/5984/51053/3159/4172/5558/253714/26271/5982/10926/4176/84296/4173/79075/9401,55,Biological Process
GO:0044772,mitotic cell cycle phase transition,79/348,409/12185,3.91E-44,7.54E-42,6.46E-42,10459/1870/63967/55143/991/6491/1031/4998/8317/163786/1163/128239/83540/9928/51514/1063/11130/983/6240/3619/113130/1111/2305/9700/1017/9735/5426/55835/79621/1033/9787/701/57082/9133/55055/90381/641/899/9088/5347/83903/9212/990/672/332/10403/5932/147841/27338/6241/348654/699/57405/994/1869/5933/11065/6790/29980/11200/51512/993/11073/10460/1062/4085/890/9319/891/995/54908/1026/7272/26271/54443/10926/2146/27085/9833,79,Biological Process
GO:0000075,cell cycle checkpoint signaling,57/348,185/12185,1.03E-43,1.84E-41,1.58E-41,10459/63967/55143/991/4998/83540/51514/1063/11130/983/1763/3619/3014/1111/83695/1017/8914/9735/675/79621/701/57082/5888/79968/54962/55055/90381/641/5347/81620/83903/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/1869/29980/8318/11200/51512/2177/11073/4085/9319/891/54908/1026/7272,57,Biological Process
GO:0010948,negative regulation of cell cycle process,65/348,273/12185,4.32E-42,7.15E-40,6.13E-40,10459/63967/55143/991/4998/83540/4751/51514/1063/11130/983/1763/3619/3014/1111/83695/9700/1017/8914/9735/675/79621/701/57082/5888/79968/54962/55055/90381/641/899/9088/5347/81620/83903/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/1869/5933/29980/8318/11200/51512/2177/11073/4085/9319/891/54908/1026/7272/26271/2146/27085,65,Biological Process
GO:1901988,negative regulation of cell cycle phase transition,61/348,236/12185,9.49E-42,1.38E-39,1.18E-39,10459/63967/55143/991/4998/83540/51514/1063/11130/983/1763/3619/3014/1111/83695/1017/8914/9735/675/79621/701/57082/5888/79968/54962/55055/90381/641/9088/5347/81620/83903/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/1869/5933/29980/8318/11200/51512/2177/11073/4085/9319/891/54908/1026/7272/26271/2146,61,Biological Process
GO:0007346,regulation of mitotic cell cycle,79/348,439/12185,9.53E-42,1.38E-39,1.18E-39,10459/63967/55143/991/6491/1031/4998/8317/163786/1163/83540/9928/4751/51514/1063/11130/983/9585/4288/6240/3619/113130/1111/9700/1017/9735/55835/675/79621/79866/9787/701/57082/51203/54962/55055/90381/641/9088/5347/83903/9212/990/672/146956/332/10403/5932/147841/6241/348654/4436/699/57405/994/1869/5933/11065/6790/29980/11200/51512/2177/993/11073/1062/4085/9319/891/995/54908/51053/1026/7272/26271/54443/2146/157313/27085,79,Biological Process
GO:1901990,regulation of mitotic cell cycle phase transition,65/348,303/12185,4.54E-39,6.19E-37,5.30E-37,10459/63967/55143/991/6491/1031/4998/8317/163786/83540/9928/51514/1063/11130/983/6240/3619/113130/1111/9700/1017/9735/55835/79621/9787/701/57082/55055/90381/641/5347/83903/9212/990/672/332/10403/5932/147841/6241/348654/699/57405/994/1869/5933/11065/6790/29980/11200/51512/993/11073/1062/4085/9319/891/995/54908/1026/7272/26271/54443/2146/27085,65,Biological Process
GO:0045786,negative regulation of cell cycle,67/348,334/12185,2.48E-38,3.19E-36,2.73E-36,10459/63967/55143/991/4998/83540/4751/51514/1063/11130/983/1763/3619/3014/1111/83695/9700/1017/8914/9735/675/79621/701/57082/5888/79968/54962/55055/90381/641/899/9088/5347/81620/83903/9212/990/672/146956/83990/332/10403/5932/147841/348654/4436/699/57405/1869/5933/29980/8318/11200/51512/2177/11073/4085/9319/891/54908/51053/1026/7272/26271/2146/27085/6839,67,Biological Process
GO:0090068,positive regulation of cell cycle process,54/348,208/12185,4.85E-37,5.91E-35,5.07E-35,55143/991/6491/8317/163786/29899/9928/51514/983/9585/6240/2237/3619/113130/23310/83695/10635/9918/1663/29127/9700/11113/55835/9787/51203/9493/9212/201161/10615/990/332/10403/6241/348654/23397/699/994/81610/11065/6790/5902/993/10051/1894/64151/4085/10733/891/995/26271/10926/2146/54892/27085,54,Biological Process
GO:0051983,regulation of chromosome segregation,43/348,122/12185,7.25E-36,8.40E-34,7.20E-34,10459/55143/991/11004/83540/1063/11130/983/4288/3619/23310/9918/9700/9735/9787/701/57082/55055/116028/5347/83903/9212/990/332/10403/147841/348654/23397/699/57405/11065/10051/10460/64151/1062/4085/9319/891/54908/7272/26271/54892/157313,43,Biological Process
GO:0007093,mitotic cell cycle checkpoint signaling,45/348,138/12185,8.91E-36,9.82E-34,8.42E-34,10459/63967/55143/991/4998/83540/51514/1063/11130/983/3619/1111/1017/9735/701/57082/54962/55055/90381/641/5347/83903/9212/990/672/146956/332/10403/5932/147841/348654/4436/699/57405/29980/11200/51512/2177/11073/4085/9319/891/54908/1026/7272,45,Biological Process
GO:0007088,regulation of mitotic nuclear division,40/348,102/12185,1.39E-35,1.43E-33,1.22E-33,10459/55143/991/83540/4751/1063/11130/9585/4288/3619/1111/9700/9735/79866/9787/701/57082/51203/55055/9088/5347/83903/9212/332/10403/147841/348654/699/57405/11065/6790/4085/9319/891/995/54908/7272/26271/157313/27085,40,Biological Process
GO:1905818,regulation of chromosome separation,35/348,71/12185,1.42E-35,1.43E-33,1.22E-33,10459/55143/991/83540/1063/11130/3619/23310/9918/9700/9735/9787/701/57082/55055/5347/83903/9212/332/10403/147841/348654/23397/699/57405/11065/10051/64151/4085/9319/891/54908/7272/26271/54892,35,Biological Process
GO:0045787,positive regulation of cell cycle,57/348,265/12185,2.79E-34,2.70E-32,2.31E-32,55143/991/6491/8317/163786/29899/84722/9928/51514/983/9585/6240/2237/3619/113130/1111/23310/83695/10635/9918/1663/29127/9700/11113/55835/675/9787/51203/9493/9212/201161/10615/990/332/10403/6241/348654/23397/699/994/81610/11065/6790/5902/993/10051/1894/64151/4085/10733/891/995/26271/10926/2146/54892/27085,57,Biological Process
GO:0051304,chromosome separation,35/348,77/12185,5.51E-34,5.10E-32,4.37E-32,10459/55143/991/83540/1063/11130/3619/23310/9918/9700/9735/9787/701/57082/55055/5347/83903/9212/332/10403/147841/348654/23397/699/57405/11065/10051/64151/4085/9319/891/54908/7272/26271/54892,35,Biological Process
GO:0051783,regulation of nuclear division,41/348,118/12185,6.26E-34,5.57E-32,4.77E-32,10459/55143/991/83540/4751/1063/11130/9585/4288/3619/1111/10635/9700/9735/79866/9787/701/57082/51203/55055/9088/5347/83903/9212/332/10403/147841/348654/699/57405/11065/6790/4085/9319/891/995/54908/7272/26271/157313/27085,41,Biological Process
GO:0045930,negative regulation of mitotic cell cycle,49/348,209/12185,2.34E-31,2.01E-29,1.72E-29,10459/63967/55143/991/4998/83540/51514/1063/11130/983/3619/1111/1017/9735/701/57082/54962/55055/90381/641/5347/83903/9212/990/672/146956/332/10403/5932/147841/348654/4436/699/57405/5933/29980/11200/51512/2177/11073/4085/9319/891/54908/1026/7272/26271/2146/27085,49,Biological Process
GO:1901991,negative regulation of mitotic cell cycle phase transition,44/348,165/12185,8.86E-31,7.33E-29,6.28E-29,10459/63967/55143/991/4998/83540/51514/1063/11130/983/3619/1111/1017/9735/701/57082/55055/90381/641/5347/83903/9212/990/672/332/10403/5932/147841/348654/699/57405/5933/29980/11200/51512/11073/4085/9319/891/54908/1026/7272/26271/2146,44,Biological Process
GO:0010965,regulation of mitotic sister chromatid separation,29/348,57/12185,3.76E-30,3.00E-28,2.57E-28,10459/55143/991/83540/1063/11130/3619/9700/9735/9787/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/11065/4085/9319/891/54908/7272/26271,29,Biological Process
GO:0045839,negative regulation of mitotic nuclear division,28/348,54/12185,1.87E-29,1.45E-27,1.24E-27,10459/55143/991/83540/1063/11130/3619/1111/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271/27085,28,Biological Process
GO:0051306,mitotic sister chromatid separation,29/348,60/12185,2.65E-29,1.98E-27,1.69E-27,10459/55143/991/83540/1063/11130/3619/9700/9735/9787/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/11065/4085/9319/891/54908/7272/26271,29,Biological Process
GO:0033046,negative regulation of sister chromatid segregation,26/348,46/12185,9.33E-29,6.17E-27,5.29E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:0033048,negative regulation of mitotic sister chromatid segregation,26/348,46/12185,9.33E-29,6.17E-27,5.29E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,26/348,46/12185,9.33E-29,6.17E-27,5.29E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:2000816,negative regulation of mitotic sister chromatid separation,26/348,46/12185,9.33E-29,6.17E-27,5.29E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:1902850,microtubule cytoskeleton organization involved in mitosis,41/348,154/12185,1.09E-28,6.98E-27,5.98E-27,55143/991/6491/163786/29899/84722/83540/4751/983/3832/3619/29127/9700/55835/440145/79866/9787/51203/9493/9055/5347/9212/332/10403/284403/1058/57405/22974/4605/6790/11200/10460/1062/4085/891/64946/54908/3833/7272/89958/24137,41,Biological Process
GO:0051784,negative regulation of nuclear division,28/348,57/12185,1.39E-28,8.69E-27,7.45E-27,10459/55143/991/83540/1063/11130/3619/1111/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271/27085,28,Biological Process
GO:0033047,regulation of mitotic sister chromatid segregation,27/348,52/12185,1.85E-28,1.13E-26,9.66E-27,10459/55143/991/83540/1063/11130/983/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,27,Biological Process
GO:0051985,negative regulation of chromosome segregation,26/348,47/12185,2.03E-28,1.15E-26,9.84E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,26/348,47/12185,2.03E-28,1.15E-26,9.84E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:1905819,negative regulation of chromosome separation,26/348,47/12185,2.03E-28,1.15E-26,9.84E-27,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,26,Biological Process
GO:0032392,DNA geometric change,32/348,83/12185,2.41E-28,1.33E-26,1.14E-26,1763/440081/1663/5985/3146/5983/5888/80119/641/63922/51659/7153/83990/10856/4175/9837/8318/4174/10721/4171/5984/3148/3159/4172/5982/4176/84296/4173/25788/79075/9401/3149,32,Biological Process
GO:0033045,regulation of sister chromatid segregation,34/348,100/12185,6.70E-28,3.60E-26,3.09E-26,10459/55143/991/83540/1063/11130/983/3619/9700/9735/9787/701/57082/55055/116028/5347/83903/9212/990/332/10403/147841/348654/699/57405/11065/10460/1062/4085/9319/891/54908/7272/26271,34,Biological Process
GO:0007094,mitotic spindle assembly checkpoint signaling,25/348,44/12185,9.04E-28,4.55E-26,3.90E-26,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272,25,Biological Process
GO:0071173,spindle assembly checkpoint signaling,25/348,44/12185,9.04E-28,4.55E-26,3.90E-26,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272,25,Biological Process
GO:0071174,mitotic spindle checkpoint signaling,25/348,44/12185,9.04E-28,4.55E-26,3.90E-26,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272,25,Biological Process
GO:0033044,regulation of chromosome organization,48/348,237/12185,1.22E-27,6.03E-26,5.17E-26,10459/55143/991/83540/4751/1063/11130/983/2237/3619/23310/9918/1663/9700/1017/9735/9787/701/57082/80119/55055/116028/5347/83903/9212/201161/990/7153/332/10403/147841/10856/348654/23397/699/57405/11065/10051/10460/64151/1062/4085/9319/891/54908/7272/26271/54892,48,Biological Process
GO:0031577,spindle checkpoint signaling,25/348,45/12185,1.98E-27,9.56E-26,8.20E-26,10459/55143/991/83540/1063/11130/3619/9735/701/57082/55055/5347/83903/9212/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272,25,Biological Process
GO:0071103,DNA conformation change,32/348,89/12185,3.31E-27,1.56E-25,1.34E-25,1763/440081/1663/5985/3146/5983/5888/80119/641/63922/51659/7153/83990/10856/4175/9837/8318/4174/10721/4171/5984/3148/3159/4172/5982/4176/84296/4173/25788/79075/9401/3149,32,Biological Process
GO:0006310,DNA recombination,50/348,268/12185,5.04E-27,2.34E-25,2.00E-25,10459/79000/8438/8317/9156/2237/3014/1111/83695/10635/8914/55010/3146/675/5888/80119/641/116028/51659/7153/672/78995/146956/83990/3838/5932/29128/10856/348654/4436/4175/8318/4174/2177/10721/4171/11073/7468/84057/3148/9319/4172/253714/4176/7516/84296/4173/25788/9401/3149,50,Biological Process
GO:0051321,meiotic cell cycle,43/348,189/12185,5.32E-27,2.42E-25,2.07E-25,991/8438/83540/259266/4751/9156/81930/3619/9633/3014/23310/10635/9918/9700/1017/675/5888/9133/9088/5347/2175/7153/146956/83990/10403/5932/23397/151246/994/6790/2177/151648/993/10051/84057/9319/995/9232/7272/26271/7516/4603/25788,43,Biological Process
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,32/348,91/12185,7.53E-27,3.35E-25,2.87E-25,10459/55143/991/83540/1063/11130/3619/9700/9735/9787/701/57082/55055/5347/83903/9212/990/332/10403/147841/348654/699/57405/11065/10460/1062/4085/9319/891/54908/7272/26271,32,Biological Process
GO:0044784,metaphase/anaphase transition of cell cycle,32/348,93/12185,1.67E-26,7.30E-25,6.26E-25,10459/55143/991/83540/1063/11130/3619/9700/9735/9787/701/57082/55055/5347/83903/9212/990/332/10403/147841/348654/699/57405/11065/10460/1062/4085/9319/891/54908/7272/26271,32,Biological Process
GO:0030071,regulation of mitotic metaphase/anaphase transition,31/348,87/12185,3.02E-26,1.30E-24,1.11E-24,10459/55143/991/83540/1063/11130/3619/9700/9735/9787/701/57082/55055/5347/83903/9212/990/332/10403/147841/348654/699/57405/11065/1062/4085/9319/891/54908/7272/26271,31,Biological Process
GO:0007051,spindle organization,42/348,189/12185,5.97E-26,2.51E-24,2.15E-24,79000/55143/991/6491/163786/29899/84722/83540/259266/4751/3832/3619/29127/9700/55835/440145/79866/9787/90417/9133/9493/9055/5347/9212/10615/332/10403/115106/284403/57405/22974/4605/6790/11200/10460/1062/891/64946/3833/7272/26271/24137,42,Biological Process
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,31/348,89/12185,6.80E-26,2.81E-24,2.41E-24,10459/55143/991/83540/1063/11130/3619/9700/9735/9787/701/57082/55055/5347/83903/9212/990/332/10403/147841/348654/699/57405/11065/1062/4085/9319/891/54908/7272/26271,31,Biological Process
GO:0032508,DNA duplex unwinding,29/348,77/12185,1.97E-25,8.02E-24,6.87E-24,1763/440081/1663/5985/5983/5888/80119/641/63922/51659/7153/83990/10856/4175/9837/8318/4174/10721/4171/5984/3159/4172/5982/4176/84296/4173/25788/79075/9401,29,Biological Process
GO:0051310,metaphase chromosome alignment,31/348,92/12185,2.20E-25,8.77E-24,7.52E-24,55143/11004/84722/83540/9928/4751/1063/81930/3619/113130/29127/9735/90417/57082/55055/3835/81620/9212/10615/332/10403/147841/57405/79980/81610/151648/1894/1062/891/54908/3833,31,Biological Process
GO:0006302,double-strand break repair,49/348,278/12185,2.52E-25,9.90E-24,8.49E-24,10459/79000/8438/8317/1763/2237/113130/3014/1111/2305/10635/1663/8914/55010/3146/675/5888/641/116028/51659/672/146956/83990/5932/29128/10856/348654/4436/4175/8318/11200/4174/2177/10721/4171/7468/55345/3148/9319/7913/4172/253714/4176/7516/157570/84296/4173/25788/9401,49,Biological Process
GO:1903046,meiotic cell cycle process,36/348,138/12185,5.99E-25,2.31E-23,1.98E-23,991/8438/83540/259266/81930/3619/9633/23310/10635/9918/9700/675/5888/9133/9088/5347/2175/7153/146956/83990/10403/23397/994/6790/2177/151648/993/10051/84057/9319/995/9232/7272/26271/4603/25788,36,Biological Process
GO:0050000,chromosome localization,32/348,106/12185,1.82E-24,6.91E-23,5.93E-23,55143/11004/84722/83540/9928/4751/1063/81930/3619/113130/29127/9735/9787/90417/57082/55055/3835/81620/9212/10615/332/10403/147841/57405/79980/81610/151648/1894/1062/891/54908/3833,32,Biological Process
GO:0051303,establishment of chromosome localization,31/348,98/12185,1.99E-24,7.42E-23,6.36E-23,55143/11004/84722/83540/9928/4751/1063/81930/3619/113130/29127/9735/90417/57082/55055/3835/81620/9212/10615/332/10403/147841/57405/79980/81610/151648/1894/1062/891/54908/3833,31,Biological Process
GO:0007052,mitotic spindle organization,34/348,125/12185,2.87E-24,1.06E-22,9.04E-23,55143/991/6491/163786/29899/84722/83540/4751/3832/3619/29127/55835/440145/79866/9787/9493/9055/5347/9212/332/10403/284403/57405/22974/4605/6790/11200/10460/1062/891/64946/3833/7272/24137,34,Biological Process
GO:0090329,regulation of DNA-templated DNA replication,22/348,43/12185,3.35E-23,1.21E-21,1.04E-21,8317/1017/8914/5985/5983/54962/90381/641/63922/81620/4175/4174/4171/5984/51053/4172/26271/5982/10926/4176/4173/79075,22,Biological Process
GO:2001251,negative regulation of chromosome organization,29/348,90/12185,3.54E-23,1.26E-21,1.08E-21,10459/55143/991/83540/1063/11130/3619/9700/9735/701/57082/80119/55055/5347/83903/9212/7153/332/10403/147841/348654/699/57405/4085/9319/891/54908/7272/26271,29,Biological Process
GO:0044839,cell cycle G2/M phase transition,34/348,146/12185,7.17E-22,2.52E-20,2.16E-20,63967/4998/8317/9928/51514/1063/983/6240/1111/2305/1017/79621/9133/90381/641/9088/5347/9212/990/672/10403/5932/994/6790/29980/11200/993/11073/890/891/995/1026/26271/9833,34,Biological Process
GO:0008608,attachment of spindle microtubules to kinetochore,22/348,48/12185,7.67E-22,2.65E-20,2.27E-20,55143/11004/83540/4751/3619/29127/9735/90417/57082/55055/81620/9212/10615/332/10403/147841/57405/79980/151648/1894/1062/891,22,Biological Process
GO:0031570,DNA integrity checkpoint signaling,32/348,130/12185,1.95E-21,6.63E-20,5.68E-20,63967/4998/51514/983/1763/3014/1111/83695/1017/8914/675/79621/5888/79968/54962/90381/641/5347/81620/990/672/146956/83990/4436/1869/29980/8318/11200/51512/2177/11073/1026,32,Biological Process
GO:0000725,recombinational repair,35/348,161/12185,2.00E-21,6.72E-20,5.76E-20,10459/79000/8438/8317/2237/3014/1111/83695/10635/8914/55010/675/5888/641/116028/51659/672/78995/5932/29128/10856/348654/4175/8318/4174/10721/4171/4172/253714/4176/7516/84296/4173/25788/9401,35,Biological Process
GO:0000086,G2/M transition of mitotic cell cycle,32/348,132/12185,3.23E-21,1.07E-19,9.16E-20,63967/4998/8317/9928/51514/1063/983/6240/1111/2305/1017/79621/90381/641/9088/5347/9212/990/672/5932/994/6790/29980/11200/993/11073/890/891/995/1026/26271/9833,32,Biological Process
GO:0140013,meiotic nuclear division,31/348,123/12185,3.95E-21,1.29E-19,1.10E-19,991/8438/83540/259266/81930/3619/9633/10635/9700/675/5888/9133/5347/2175/7153/146956/83990/10403/23397/994/6790/2177/151648/10051/84057/9319/9232/7272/26271/4603/25788,31,Biological Process
GO:0006270,DNA replication initiation,19/348,35/12185,7.51E-21,2.42E-19,2.07E-19,4998/55388/23649/1017/5557/90381/23594/81620/990/4175/8318/4174/4171/11073/51053/4172/5558/4176/4173,19,Biological Process
GO:0010389,regulation of G2/M transition of mitotic cell cycle,27/348,96/12185,6.61E-20,2.10E-18,1.80E-18,63967/4998/8317/9928/51514/1063/983/6240/1111/1017/79621/90381/641/5347/9212/990/672/5932/994/6790/29980/993/11073/891/995/1026/26271,27,Biological Process
GO:0000724,double-strand break repair via homologous recombination,33/348,157/12185,8.99E-20,2.81E-18,2.41E-18,10459/79000/8438/8317/2237/3014/1111/10635/8914/55010/675/5888/641/116028/51659/672/5932/29128/10856/348654/4175/8318/4174/10721/4171/4172/253714/4176/7516/84296/4173/25788/9401,33,Biological Process
GO:1902749,regulation of cell cycle G2/M phase transition,28/348,107/12185,1.14E-19,3.53E-18,3.02E-18,63967/4998/8317/9928/51514/1063/983/6240/1111/1017/79621/90381/641/9088/5347/9212/990/672/5932/994/6790/29980/993/11073/891/995/1026/26271,28,Biological Process
GO:0006275,regulation of DNA replication,28/348,111/12185,3.36E-19,1.02E-17,8.77E-18,8317/983/1763/1017/8914/5985/5983/54962/90381/641/63922/81620/990/10856/4175/4174/4171/5984/890/51053/4172/26271/5982/10926/4176/157570/4173/79075,28,Biological Process
GO:0044786,cell cycle DNA replication,19/348,42/12185,6.89E-19,2.07E-17,1.78E-17,8317/1763/2237/675/5888/54962/641/81620/7083/4175/9837/29980/8318/4171/51053/4172/26271/10926/4173,19,Biological Process
