Symbol,Entrez_ID
TBC1D23,55773
ACP6,51205
PRRT3,285368
MFSD6,54842
AZIN2,113451
TRAPPC3,27095
TIGD1,200765
PPT1,5538
PACC1,55248
MAP7D1,55700
EIF4E2,9470
WIPF1,7456
TBCE,6905
RAB29,8934
PSMD6,9861
PDIK1L,149420
LMNA,4000
ATP8B2,57198
VPS72,6944
PIP5K1A,8394
NUF2,83540
WNT2B,7482
SLC25A33,84275
EPHX1,2052
TRPC1,7220
TMA7,51372
PGD,5226
NUDT4B,440672
MEX3A,92312
CCDC51,79714
ATRIP,84126
UBE2Q1,55585
PSMD4,5710
PHC3,80012
EPB41,2035
C1D,10438
ZNF285,26974
MAP4K4,9448
EFHD1,80303
CAPG,822
ACOT7,11332
CD200,4345
AGL,178
IPO13,9670
RIMS3,9783
PSMD1,5707
MTERF1,7978
TRAK1,22906
FAAP20,199990
CSRP1,1465
CACNA1S,779
HS1BP3,64342
EIF2D,1939
COPG1,22820
CLDN11,5010
MCM6,4175
COL16A1,1307
ZNF513,130557
SNX17,9784
EIF2B4,8890
TRIP12,9320
LDAH,60526
FBXO36,130888
DIPK1A,388650
DBI,1622
CTDSP1,58190
CSMD2,114784
CNIH4,29097
C2orf76,130355
ZFAND2B,130617
MYNN,55892
LMAN2L,81562
EDN2,1907
ACTRT3,84517
TSGA10,80705
RPS27,6232
RAB13,5872
PLEKHM2,23207
NFU1,27247
LRBA,987
JTB,10899
INPP1,3628
ZZZ3,26009
SLC26A6,65010
MPZL1,9019
GPD1L,23171
DHDDS,79947
ACTR3,10096
TMCC2,9911
NUP133,55746
CERS2,29956
CEP63,80254
ANXA9,8416
ANAPC13,25847
GYG1,2992
GORASP2,26003
TIMM17A,10440
MMADHC,27249
LMOD1,25802
SSNA1,8636
CDC73,79577
ANAPC2,29882
ANAPC1,64682
GPATCH4,54865
GAREM1,64762
CZIB,54987
ZNF589,51385
USP13,8975
SH3D19,152503
ICA1L,130026
CMTM7,112616
SH3BP4,23677
PTCH2,8643
GOLGA8B,440270
UBE2Q2,92912
PVRIG,79037
SGO2,151246
PRKAB2,5565
CHD1L,9557
AGFG1,3267
WDFY1,57590
UBE4B,10277
RPS29,6235
MTFR1L,56181
GPR155,151556
E2F2,1870
MRPL53,116540
MOGS,7841
YRDC,79693
TMEM63A,9725
POMZP3,22932
C1orf122,127687
ADAM15,8751
SLC33A1,9197
TMC7,79905
STX12,23673
GPR61,83873
CNOT10,25904
AFAP1,60312
SOAT1,6646
PYGO2,90780
PBXIP1,57326
LOC101928120,101928120
CAMTA1,23261
TSPAN31,6302
SCNM1,79005
PREB,10113
PLCD4,84812
LYSMD1,388695
IFI6,2537
GLRX2,51022
MARCHF9,92979
H2AZ2,94239
GATA4,2626
CDK4,1019
EIF3C,8663
DAG1,1605
ACOT11,26027
WDSUB1,151525
KPNA3,3839
RPS8,6202
SMYD3,64754
SMAP2,64744
ZFP69B,65243
XRCC2,7516
RNF2,6045
MFN2,9927
USP21,27005
PPOX,5498
TTYH3,80727
CREB5,9586
POLM,27434
NMNAT1,64802
LZIC,84328
FAM3C,10447
ZNF148,7707
