"Symbol","Entrez_ID"
"SUPT16H","11198"
"PFN2","5217"
"LRP1","4035"
"EVI5L","115704"
"RAB8A","4218"
"KCTD15","79047"
"ZNF839","55778"
"KDM6B","23135"
"SLC25A23","79085"
"HES6","55502"
"LARP1","23367"
"PITPNA","5306"
"SLC20A2","6575"
"ANP32E","81611"
"LMNA","4000"
"MEX3C","51320"
"MANF","7873"
"YARS2","51067"
"ADNP","23394"
"ORAI3","93129"
"ZCCHC2","54877"
"RPL26","6154"
"ZNF787","126208"
"TCF3","6929"
"TNK2","10188"
"HECA","51696"
"SEMA4C","54910"
"ASS1","445"
"SPAG9","9043"
"USP28","57646"
"CHASERR","100507217"
"SLC27A5","10998"
"SLC17A5","26503"
"TPRN","286262"
"RNF152","220441"
"SLC26A6","65010"
"ARHGDIA","396"
"SNX18","112574"
"NAIF1","203245"
"ANAPC1P2","285074"
"ZNF83","55769"
"WDR5","11091"
"FZR1","51343"
"POPDC2","64091"
"XPNPEP1","7511"
"RNASET2","8635"
"MSI1","4440"
"BABAM1","29086"
"PCNP","57092"
"ATP5F1B","506"
"ARHGEF40","55701"
"YWHAH","7533"
"FBXL5","26234"
"EFNA3","1944"
"MYPOP","339344"
"KMT5C","84787"
"SLFN5","162394"
"MEGF8","1954"
"ACVR1","90"
"SPRED1","161742"
"NUP85","79902"
"TNIK","23043"
"NUFIP2","57532"
"DYNC1LI1","51143"
"TIA1","7072"
"OSBP","5007"
"TTC21B","79809"
"SIDT2","51092"
"UQCRC2","7385"
"BCAR3","8412"
"AP2A1","160"
"DHX35","60625"
"PPCDC","60490"
"NTMT1","28989"
"RPA2","6118"
"RNF187","149603"
"RALGAPA2","57186"
"CBFA2T2","9139"
"APOLD1","81575"
"KLF2","10365"
"UBE2S","27338"
"ERBB3","2065"
"CCDC43","124808"
"ZBTB5","9925"
"VAMP1","6843"
"CEMIP","57214"
"TCF25","22980"
"GAD1","2571"
"SOX11","6664"
"TUBB4B","10383"
"MTCH2","23788"
"MRPS23","51649"
"SRRM1","10250"
"ARID5B","84159"
"CTR9","9646"
"SLC27A1","376497"
"GNAS","2778"
"SOD1","6647"
"APC","324"
"ZNF398","57541"
"RIOK2","55781"
"PFKP","5214"
"RAC1","5879"
"MLXIP","22877"
"TAOK2","9344"
"HDGFL2","84717"
"U2AF2","11338"
"TMEM170B","100113407"
"CNPY3","10695"
"HINFP","25988"
"ZNF782","158431"
"VASP","7408"
"EZH2","2146"
"DNAJB12","54788"
"MTMR4","9110"
"MICAL3","57553"
"COPS4","51138"
"COQ8A","56997"
"PAQR4","124222"
"MED15P9","285103"
"PNP","4860"
"ZSCAN25","221785"
"PPP4R3A","55671"
"KLHDC8B","200942"
"ZNF827","152485"
"PPFIA1","8500"
"PIM3","415116"
"LPCAT4","254531"
"POLRMT","5442"
"MRGBP","55257"
"SAMD4A","23034"
"TMEM94","9772"
"NUDCD3","23386"
"SPTLC1","10558"
"DAZAP1","26528"
"RAD23A","5886"
"IRF2BP2","359948"
"KHSRP","8570"
"C21orf91","54149"
"NR6A1","2649"
"DLG4","1742"
"KIF26A","26153"
"RTKN","6242"
"UBP1","7342"
"ITPRIP","85450"
"NOSIP","51070"
"CDKN2D","1032"
"RMND5B","64777"
"FUZ","80199"
"CHERP","10523"
"ALG13","79868"
"PTCH1","5727"
"SCAI","286205"
"ZSWIM8","23053"
"GATA2","2624"
"TRIB1","10221"
"PPP6R1","22870"
"STARD4","134429"
"SCAPER","49855"
"ILF2","3608"
"SMYD1","150572"
"TRIP10","9322"
"SMARCA4","6597"
"WTIP","126374"
"PTK2","5747"
"CBX6","23466"
"ITGB8","3696"
"SKIDA1","387640"
"DDX50","79009"
"GLCE","26035"
"DEXI","28955"
"SREBF2","6721"
"MLEC","9761"
"RAB35","11021"
"DDX49","54555"
"NR3C2","4306"
"PRDX1","5052"
"CDT1","81620"
"CDC37","11140"
"STIL","6491"
"TTF2","8458"
"MBTPS1","8720"
"MED26","9441"
"GZF1","64412"
"ZXDC","79364"
"RRP9","9136"
"TEAD1","7003"
"TTBK2","146057"
"PDZD8","118987"
"TNRC6C","57690"
"ZNF57","126295"
"UCKL1","54963"
"PACSIN2","11252"
"TRAF2","7186"
"LIMS2","55679"
"C1QTNF6","114904"
"EGR1","1958"
"FAM76A","199870"
"PPARGC1A","10891"
"ZNF256","10172"
"HEXIM1","10614"
"OSBPL3","26031"
"CADPS","8618"
"ZC3H18","124245"
"ARHGAP21","57584"
"PANK2","80025"
"ZMYND19","116225"
"GSTO2","119391"
"WHAMM","123720"
"FHL2","2274"
"KLHDC9","126823"
"MIR1915HG","399726"
"FLYWCH2","114984"
"TMEM184C","55751"
"AURKAIP1","54998"
"PSMA5","5686"
"DNM2","1785"
"JPH2","57158"
"CYB5A","1528"
"CNN1","1264"
"SRXN1","140809"
"VEGFA","7422"
"MPC1","51660"
"SCAF8","22828"
"NOL6","65083"
"ASPM","259266"
"ABCA7","10347"
"HNRNPA3","220988"
"NIPAL3","57185"
"CORO1C","23603"
"ZNF805","390980"
"LMAN2L","81562"
"PPP1R12A","4659"
"FSD2","123722"
"LSM14B","149986"
"PMEL","6490"
"MDM2","4193"
"BORCS6","54785"
"FAM117A","81558"
"ANKRD39","51239"
"SOAT1","6646"
"EOGT","285203"
"BMT2","154743"
"CCNG2","901"
"RWDD1","51389"
"RPS12","6206"
"AGFG2","3268"
"AHNAK","79026"
"RPL19","6143"
"ABRAXAS1","84142"
"SNRPE","6635"
"EHD1","10938"
"TICRR","90381"
"NPRL3","8131"
"CCDC103","388389"
"FLAD1","80308"
"DAZAP2","9802"
"POLA1","5422"
"PLEKHG2","64857"
"MYH10","4628"
"ISG15","9636"
"DEPP1","11067"
"PPP2R2D","55844"
"ARHGAP33","115703"
"SP3","6670"
"CRACD","57482"
"ANKHD1","54882"
"MAFK","7975"
"MRPL13","28998"
"ZBTB20","26137"
"HMGN3","9324"
"PABIR1","116224"
"COMMD6","170622"
"MPV17L2","84769"
"MXD4","10608"
"CYCS","54205"
"ZNF703","80139"
"MYC","4609"
"MUL1","79594"
"RSRP1","57035"
"GPATCH2","55105"
"HSP90AA1","3320"
"GATAD2A","54815"
"LEF1","51176"
"PSMB7","5695"
"EDF1","8721"
"FRMD8","83786"
"CKS2","1164"
"LOC100288069","100288069"
"B3GALT6","126792"
"MRPL20-AS1","148413"
"ATAD3B","83858"
"ATAD3A","55210"
"SSU72","29101"
"MIB2","142678"
"CDK11B","984"
"SLC35E2B","728661"
"CDK11A","728642"
"RER1","11079"
"MEGF6","1953"
"DFFB","1677"
"NPHP4","261734"
"RPL22","6146"
"DNAJC11","55735"
"VAMP3","9341"
"RERE","473"
"SLC25A33","84275"
"NMNAT1","64802"
"UBE4B","10277"
"KIF1B","23095"
"PGD","5226"
"TARDBP","23435"
"EXOSC10","5394"
"UBIAD1","29914"
"CLCN6","1185"
"NPPA","4878"
"MFN2","9927"
"DNAJC16","23341"
"SPEN","23013"
"HSPB7","27129"
"CLCNKB","1188"
"EPHA2","1969"
"FBXO42","54455"
"SZRD1","26099"
"NECAP2","55707"
"NBPF1","55672"
"ALDH4A1","8659"
"EMC1","23065"
"SLC66A1","54896"
"OTUD3","23252"
"DDOST","1650"
"HP1BP3","50809"
"USP48","84196"
"HNRNPR","10236"
"ZNF436","80818"
"E2F2","1870"
"ELOA","6924"
"GALE","2582"
"SRSF10","10772"
"SYF2","25949"
"TMEM50A","23585"
"MACO1","55219"
"UBXN11","91544"
"LOC101928728","101928728"
"GPN2","54707"
"GPATCH3","63906"
"MED18","54797"
"PHACTR4","65979"
"RCC1","1104"
"YTHDF2","51441"
"SRSF4","6429"
"PUM1","9698"
"ZCCHC17","51538"
"FABP3","2170"
"PTP4A2","8073"
"KHDRBS1","10657"
"TMEM39B","55116"
"IQCC","55721"
"MARCKSL1","65108"
"BSDC1","55108"
"ZBTB8A","653121"
"ZBTB8OS","339487"
"S100PBP","64766"
"AK2","204"
"ZMYM1","79830"
"AGO1","26523"
"AGO3","192669"
"ADPRS","54936"
"TRAPPC3","27095"
"THRAP3","9967"
"STK40","83931"
"ZC3H12A","80149"
"MEAF6","64769"
"SNIP1","79753"
"CDCA8","55143"
"MANEAL","149175"
"MTF1","4520"
"INPP5B","3633"
"SF3A3","10946"
"RRAGC","64121"
"PABPC4","8761"
"TRIT1","54802"
"RLF","6018"
"ZMPSTE24","10269"
"NFYC-AS1","100130557"
"CITED4","163732"
"CTPS1","1503"
"P3H1","64175"
"EBNA1BP2","10969"
"MED8","112950"
"KDM4A","9682"
"CCDC24","149473"
"RNF220","55182"
"RPS8","6202"
"UROD","7389"
"TESK2","10420"
"NASP","4678"
"IPP","3652"
"PIK3R3","8503"
"LRRC41","10489"
"NRDC","4898"
"PRPF38A","84950"
"ZYG11B","79699"
"CZIB","54987"
"LRRC42","115353"
"TMEM59","9528"
"MRPL37","51253"
"ACOT11","26027"
"USP1","7398"
"ALG6","29929"
"JAK1","3716"
"MIER1","57708"
"SERBP1","26135"
"LRRC40","55631"
"PTGER3","5733"
"ZRANB2","9406"
"ACADM","34"
"DNAJB4","11080"
"RPF1","80135"
"SPATA1","100505741"
"MCOLN3","55283"
"DDAH1","23576"
"CCN1","3491"
"GTF2B","2959"
"ZNF326","284695"
"CDC7","8317"
"TGFBR3","7049"
"EVI5","7813"
"RPL5","6125"
"MTF2","22823"
"DNTTIP2","30836"
"GCLM","2730"
"ABCD3","5825"
"ALG14","199857"
"TLCD4-RWDD3","100527978"
"PTBP2","58155"
"SASS6","163786"
"DBT","1629"
"RTCA-AS1","100506007"
"CDC14A","8556"
"EXTL2","2135"
"S1PR1-DT","101928370"
"PRPF38B","55119"
"STXBP3","6814"
"SARS1","6301"
"GNAI3","2773"
"AHCYL1","10768"
"INKA2","55924"
"ST7L","54879"
"MOV10","4343"
"SLC16A1","6566"
"BCAS2","10286"
"DENND2C","163259"
"ATP1A1","476"
"MAN1A2","10905"
"WDR3","10885"
"PHGDH","26227"
"PIAS3","10401"
"POLR3GL","84265"
"H2BC18","440689"
"SF3B4","10262"
"CA14","23632"
"APH1A","51107"
"CIART","148523"
"MRPS21","54460"
"RPRD2","23248"
"MCL1","4170"
"ENSA","2029"
"C1orf56","54964"
"CDC42SE1","56882"
"VPS72","6944"
"PIP5K1A","8394"
"PSMD4","5710"
"PSMB4","5692"
"GATAD2B","57459"
"SLC39A1","27173"
"HAX1","10456"
"AQP10","89872"
"ATP8B2","57198"
"UBE2Q1","55585"
"PBXIP1","57326"
"CKS1B","1163"
"ADAM15","8751"
"RUSC1","23623"
"ASH1L","55870"
"YY1AP1","55249"
"LAMTOR2","28956"
"CRABP2","1382"
"MRPL24","79590"
"PRCC","5546"
"ETV3","2117"
"UFC1","51506"
"PPOX","5498"
"UAP1","6675"
"HSD17B7","51478"
"NUF2","83540"
"TMCO1","54499"
"DCAF6","55827"
"ATP1B1","481"
"SLC19A2","10560"
"SCYL3","57147"
"GORAB","92344"
"METTL13","51603"
"SUCO","51430"
"DARS2","55157"
"GAS5","60674"
"CACYBP","27101"
"MRPS14","63931"
"COP1","64326"
"TOR1AIP1","26092"
"QSOX1","5768"
"IER5","51278"
"GLUL","2752"
"DHX9","1660"
"SMG7","9887"
"EDEM3","80267"
"RNF2","6045"
"SWT1","54823"
"IVNS1ABP","10625"
"HMCN1","83872"
"KCNT2","343450"
"ZNF281","23528"
"KIF14","9928"
"TMEM9","252839"
"TIMM17A","10440"
"PCAT6","100506696"
"RABIF","5877"
"KLHL12","59349"
"ADIPOR1","51094"
"TMEM183A","92703"
"PPFIA4","8497"
"ATP2B4","493"
"PPP1R15B","84919"
"RBBP5","5929"
"TMCC2","9911"
"ELK4","2005"
"SLC41A1","254428"
"EIF2D","1939"
"YOD1","55432"
"CD46","4179"
"C1orf74","148304"
"SLC30A1","7779"
"NEK2","4751"
"INTS7","25896"
"TATDN3","128387"
"PROX1","5629"
"PTPN14","5784"
"CENPF","1063"
"RRP15","51018"
"RAB3GAP2","25782"
"DUSP10","11221"
"BROX","148362"
"CAPN2","824"
"NVL","4931"
"LBR","3930"
"ZNF678","339500"
"SNAP47","116841"
"C1orf35","79169"
"IBA57","200205"
"TRIM11","81559"
"CCSAP","126731"
"ARV1","64801"
"EXOC8","149371"
"GGPS1","9453"
"B3GALNT2","148789"
"NID1","4811"
"HEATR1","55127"
"MTR","4548"
"FH","2271"
"HNRNPU","3192"
"CNST","163882"
"ZNF669","79862"
"ZNF672","79894"
"PGBD2","267002"
"WDR37","22884"
"KLF6","1316"
"TASOR2","54906"
"GDI2","2665"
"FBH1","84893"
"RBM17","84991"
"PFKFB3","5209"
"SFMBT2","57713"
"UPF2","26019"
"NUDT5","11164"
"MCM10","55388"
"DCLRE1C","64421"
"VIM","7431"
"THNSL1","79896"
"GPR158","57512"
"ABI1","10006"
"ANKRD26","22852"
"ACBD5","91452"
"RAB18","22931"
"SVIL","6840"
"MTPAP","55149"
"MAP3K8","1326"
"ZNF438","220929"
"KIF5B","3799"
"EPC1","80314"
"NRP1","8829"
"CUL2","8453"
"FZD8","8325"
"ZNF25","219749"
"ZNF33A","7581"
"HNRNPF","3185"
"MARCHF8","220972"
"ZFAND4","93550"
"TIMM23B","100652748"
"SGMS1-AS1","104355295"
"CISD1","55847"
"ANK3","288"
"JMJD1C","221037"
"LRRTM3","347731"
"SIRT1","23411"
"HNRNPH3","3189"
"RUFY2","55680"
"CCAR1","55749"
"VPS26A","9559"
"SUPV3L1","6832"
"COL13A1","1305"
"SAR1A","56681"
"LRRC20","55222"
"UNC5B-AS1","728978"
"PSAP","5660"
"ANAPC16","119504"
"ECD","11319"
"DNAJC9","23234"
"SEC24C","9632"
"NDST2","8509"
"VCL","7414"
"KAT6B","23522"
"SAMD8","142891"
"VDAC2","7417"
"ZNF503","84858"
"RPS24","6229"
"PPIF","10105"
"PRXL2A","84293"
"TSPAN14","81619"
"CCSER2","54462"
"PTEN","5728"
"KIF20B","9585"
"HECTD2","143279"
"IDE","3416"
"KIF11","3832"
"MYOF","26509"
"ZNF518A","9849"
"LCOR","84458"
"FRAT1","10023"
"RRP12","23223"
"ZDHHC16","84287"
"MMS19","64210"
"PI4K2A","55361"
"R3HCC1L","27291"
"ENTPD7","57089"
"COX15","1355"
"ERLIN1","10613"
"CWF19L1","55280"
"BLOC1S2","282991"
"SCD","6319"
"HIF1AN","55662"
"NPM3","10360"
"NOLC1","9221"
"NFKB2","4791"
"FBXL15","79176"
"SFXN2","118980"
"PDCD11","22984"
"SFR1","119392"
"GSTO1","9446"
"SMC3","9126"
"PDCD4","27250"
"TCF7L2","6934"
"NHLRC2","374354"
"CACUL1","143384"
"PRDX3","10935"
"GRK5","2869"
"ACADSB","36"
"OAT","4942"
"ABRAXAS2","23172"
"CTBP2","1488"
"C10orf143","387723"
"BNIP3","664"
"STK32C","282974"
"TUBGCP2","10844"
"MTG1","92170"
"BET1L","51272"
"PIDD1","55367"
"TSSC4","10078"
"PGAP2","27315"
"RRM1","6240"
"TRIM68","55128"
"SMPD1","6609"
"ARFIP2","23647"
"MRPL17","63875"
"EIF3F","8665"
"TMEM9B-AS1","493900"
"LOC644656","644656"
"ADM","133"
"EIF4G2","1982"
"DKK3","27122"
"PSMA1","5682"
"CYP2R1","120227"
"SERGEF","26297"
"LDHA","3939"
"TSG101","7251"
"SPTY2D1","144108"
"TMEM86A","144110"
"CSRP3","8048"
"E2F8","79733"
"FANCF","2188"
"METTL15","196074"
"EIF3M","10480"
"HIPK3","10114"
"RAG1","5896"
"TTC17","55761"
"PRDM11","56981"
"CRY2","1408"
"PEX16","9409"
"PHF21A","51317"
"CREB3L1","90993"
"MDK","4192"
"NR1H3","10062"
"MYBPC3","4607"
"PSMC3","5702"
"NUP160","23279"
"UBE2L6","9246"
"ZDHHC5","25921"
"CCDC86","79080"
"DDB1","1642"
"FEN1","2237"
"FADS2","9415"
"FTH1","2495"
"EEF1G","1937"
"TUT1","64852"
"GANAB","23193"
"INTS5","80789"
"C11orf98","102288414"
"HNRNPUL2","221092"
"ZBTB3","79842"
"NXF1","10482"
"WDR74","54663"
"SLC3A2","6520"
"COX8A","1351"
"STIP1","10963"
"GPR137","56834"
"RASGRP2","10235"
"SF1","7536"
"ATG2A","23130"
"CDCA5","113130"
"FAU","2197"
"SYVN1","84447"
"LTBP3","4054"
"ZNRD2","10534"
"PCNX3","399909"
"RELA","5970"
"KAT5","10524"
"SNX32","254122"
"CFL1","1072"
"MUS81","80198"
"CCDC85B","11007"
"SART1","9092"
"SF3B2","10992"
"BBS1","582"
"ZDHHC24","254359"
"RBM4","5936"
"LRFN4","78999"
"POLD4","57804"
"RPS6KB2","6199"
"CDK2AP2","10263"
"PPP6R3","55291"
"LTO1","220064"
"DHCR7","1717"
"RNF121","55298"
"NUMA1","4926"
"RAB6A","5870"
"C2CD3","26005"
"ACER3","55331"
"DLG2","1740"
"EED","8726"
"SLC36A4","120103"
"PANX1","24145"
"MRE11","4361"
"SRSF8","10929"
"FAM76B","143684"
"YAP1","10413"
"DCUN1D5","84259"
"MSANTD4","84437"
"SLC35F2","54733"
"ATM","472"
"DDX10","1662"
"FDXACB1","91893"
"DLAT","1737"
"PIH1D2","120379"
"NCAM1","4684"
"ZW10","9183"
"CADM1","23705"
"BUD13","84811"
"TAGLN","6876"
"RPS25","6230"
"HMBS","3145"
"DPAGT1","1798"
"CBL","867"
"RNF26","79102"
"MIR100HG","399959"
"HSPA8","3312"
"TBRG1","84897"
"MSANTD2-AS1","100507283"
"CHEK1","1111"
"HYLS1","219844"
"FAM118B","79607"
"FOXRED1","55572"
"SNX19","399979"
"VPS26B","112936"
"KDM5A","5927"
"RAD52","5893"
"ADIPOR2","79602"
"CACNA1C","775"
"FKBP4","2288"
"TULP3","7289"
"TEAD4","7004"
"TIGAR","57103"
"RAD51AP1","10635"
"GAPDH","2597"
"NOP2","4839"
"MLF2","8079"
"USP5","8078"
"PHB2","11331"
"LPCAT3","10162"
"M6PR","4074"
"MAGOHB","55110"
"CDKN1B","1027"
"ATF7IP","55729"
"H2AJ","55766"
"STRAP","11171"
"PLEKHA5","54477"
"PDE3A","5139"
"GOLT1B","51026"
"ETFRF1","144363"
"RASSF8-AS1","100506451"
"CCDC91","55297"
"ETFBKMT","254013"
"ALG10","84920"
"PRICKLE1","144165"
"ANO6","196527"
"LINC00938","400027"
"SCAF11","9169"
"SLC38A4-AS1","100288798"
"PFKM","5213"
"ASB8","140461"
"PRKAG1","5571"
"KMT2D","8085"
"TROAP","10024"
"SPATS2","65244"
"BCDIN3D-AS1","100286844"
"RACGAP1","29127"
"COX14","84987"
"DIP2B","57609"
"ATF1","466"
"SLC11A2","4891"
"SLC4A8","9498"
"ATG101","60673"
"KRT8","3856"
"EIF4B","1975"
"ZNF740","283337"
"MFSD5","84975"
"PFDN5","5204"
"ATF7","11016"
"ATP5MC2","517"
"CBX5","23468"
"COPZ1","22818"
"CD63","967"
"TMEM198B","440104"
"DGKA","1606"
"CDK2","1017"
"MYL6","4637"
"RNF41","10193"
"STAT2","6773"
"PTGES3","10728"
"NACA","4666"
"SHMT2","6472"
"MBD6","114785"
"CDK4","1019"
"TBK1","29110"
"HMGA2","8091"
"DYRK2","8445"
"SLC35E3","55508"
"PRANCR","101928062"
"ZFC3H1","196441"
"TMEM19","55266"
"KRR1","11103"
"NAP1L1","4673"
"ZDHHC17","23390"
"CCDC59","29080"
"KITLG","4254"
"ATP2B1","490"
"BTG1","694"
"SOCS2","8835"
"VEZT","55591"
"CDK17","5128"
"TMPO","7112"
"SLC25A3","5250"
"IKBIP","121457"
"UTP20","27340"
"ARL1","400"
"UQCC6","728568"
"TDG","6996"
"HCFC2","29915"
"CHST11","50515"
"TCP11L2","255394"
"PWP1","11137"
